Date,Experiencia del Cliente
1950-01,0.0
1951-01,0.0
1952-01,0.0
1953-01,0.0
1954-01,0.0
1955-01,0.0
1956-01,0.0
1957-01,0.00044612584317784364
1958-01,0.0004213577833209735
1959-01,0.00039501647218689016
1960-01,0.0
1961-01,0.0
1962-01,0.0
1963-01,0.0
1964-01,0.0
1965-01,0.0
1966-01,0.0
1967-01,0.0
1968-01,0.0
1969-01,0.0
1970-01,0.0011318106707110035
1971-01,0.0
1972-01,0.00018533654336226436
1973-01,0.0003596501323512487
1974-01,0.0003490803478236586
1975-01,0.0003379520108144643
1976-01,0.0003264448038964452
1977-01,0.00015569194169648165
1978-01,0.0
1979-01,0.0002856175837609267
1980-01,0.00027114673376644506
1981-01,0.0
1982-01,0.00038082084664090623
1983-01,0.00012164251454540367
1984-01,0.00011495732783990582
1985-01,0.00011154402586929048
1986-01,0.0003193602575321117
1987-01,0.0
1988-01,0.00048033600464196714
1989-01,0.0007282784135547179
1990-01,0.00043055048462762555
1991-01,0.0015786867320519936
1992-01,0.0016034866213093751
1993-01,0.0010085744343449076
1994-01,0.002769506683493291
1995-01,0.002903997387818935
1996-01,0.003163002294859112
1997-01,0.004182820632808476
1998-01,0.003463578581985739
1999-01,0.004023948062592822
2000-01,0.005828003351613155
2001-01,0.008531635357904804
2002-01,0.00811285133226104
2003-01,0.007337624878410246
2004-01,0.007954830625834214
2005-01,0.006371981754749692
2006-01,0.007255899760516713
2007-01,0.00801361977233881
2008-01,0.010642043165197975
2009-01,0.011709601873536299
2010-01,0.011490533479130934
2011-01,0.012631177354619015
2012-01,0.013241940109442045
2013-01,0.013883709772921424
2014-01,0.013196650169382755
2015-01,0.014370822204359536
2016-01,0.013699815555145108
2017-01,0.015103392969071405
2018-01,0.016005181592406596
2019-01,0.019635087081842934
2020-01,0.01942904195502966
2021-01,0.021435486560959907
2022-01,0.022782698886911156
2023-01,0.025464909453283665
2024-01,0.033608582377782546
