Date,Fusiones y Adquisiciones
1950-01,0.0
1951-01,0.0
1952-01,0.0
1953-01,0.0
1954-01,0.0
1955-01,0.0
1956-01,0.0
1957-01,0.0
1958-01,0.0
1959-01,0.0
1960-01,0.0
1961-01,0.0
1962-01,0.0
1963-01,0.0006042788988829905
1964-01,0.0005749736949534559
1965-01,0.0005478131299850995
1966-01,0.0
1967-01,0.0
1968-01,0.0016155834564254062
1969-01,0.00021832964720112311
1970-01,0.0007546016552187308
1971-01,0.00019770074038927277
1972-01,0.00037068888822988644
1973-01,0.0
1974-01,0.00017454596231552673
1975-01,0.000506944291891764
1976-01,0.0
1977-01,0.0
1978-01,0.00014829490518023764
1979-01,0.0
1980-01,0.0
1981-01,0.0001299600892565893
1982-01,0.00012694076563053383
1983-01,0.00036492843145245166
1984-01,0.00011496116037196832
1985-01,0.00022309477065857576
1986-01,0.0005322750286363966
1987-01,0.0005036951073072056
1988-01,0.0009607043115448797
1989-01,0.0008193393211864763
1990-01,0.0017222375310002758
1991-01,0.0018279879917807013
1992-01,0.001362995318511962
1993-01,0.0006207001963740246
1994-01,0.0008982546911351244
1995-01,0.0007082930491661621
1996-01,0.0010094898778449947
1997-01,0.0012418057162277864
1998-01,0.0017003900190884524
1999-01,0.0017953688151865913
2000-01,0.0019426409692755995
2001-01,0.0023759549043759153
2002-01,0.002774163223389232
2003-01,0.00260680288659973
2004-01,0.002768838872036573
2005-01,0.0026089347890334066
2006-01,0.0028562209263728
2007-01,0.0036855900866417986
2008-01,0.0039374574262415795
2009-01,0.0037112738460752218
2010-01,0.0030971160060981346
2011-01,0.004098816009305086
2012-01,0.005474717164274067
2013-01,0.003334086928323982
2014-01,0.004016698873823571
2015-01,0.003845314387748614
2016-01,0.0038245448643755274
2017-01,0.004333743195433866
2018-01,0.003609973676140066
2019-01,0.003383437563294616
2020-01,0.0034151509156550245
2021-01,0.0032294315775148637
2022-01,0.003410320608029606
2023-01,0.002817503038174605
2024-01,0.004311142812302944
