Year,Planificación de Escenarios
1993-01,3.69
1999-01,3.9
2000-01,3.7
2004-01,3.9
2006-01,3.78
2008-01,3.83
2010-01,3.82
2012-01,3.78
2014-01,3.8
2017-01,3.99
2022-01,4.2
