Year,Planificación Estratégica
1999-01,37.93103448275842
2000-01,6.896551724137937
2002-01,44.827586206896505
2004-01,79.31034482758605
2006-01,6.896551724137937
2008-01,34.48275862068953
2010-01,31.034482758620634
2012-01,0.0
2014-01,6.896551724137937
2017-01,41.379310344827616
2022-01,100.0
