Month,Reingeniería de Procesos
2004-01,73.40425531914893
2004-02,92.5531914893617
2004-03,76.59574468085107
2004-04,70.2127659574468
2004-05,100.0
2004-06,57.446808510638306
2004-07,73.40425531914893
2004-08,71.27659574468085
2004-09,77.6595744680851
2004-10,84.04255319148936
2004-11,62.76595744680851
2004-12,72.3404255319149
2005-01,52.12765957446809
2005-02,69.14893617021278
2005-03,65.95744680851064
2005-04,62.76595744680851
2005-05,61.702127659574465
2005-06,46.808510638297875
2005-07,46.808510638297875
2005-08,38.297872340425535
2005-09,57.446808510638306
2005-10,42.5531914893617
2005-11,53.191489361702125
2005-12,42.5531914893617
2006-01,38.297872340425535
2006-02,50.0
2006-03,45.744680851063826
2006-04,40.42553191489361
2006-05,39.361702127659576
2006-06,34.04255319148936
2006-07,30.851063829787233
2006-08,23.404255319148938
2006-09,37.234042553191486
2006-10,36.17021276595745
2006-11,35.1063829787234
2006-12,29.78723404255319
2007-01,27.659574468085108
2007-02,27.659574468085108
2007-03,29.78723404255319
2007-04,25.53191489361702
2007-05,26.595744680851062
2007-06,22.340425531914892
2007-07,19.148936170212767
2007-08,27.659574468085108
2007-09,24.46808510638298
2007-10,26.595744680851062
2007-11,27.659574468085108
2007-12,22.340425531914892
2008-01,22.340425531914892
2008-02,21.27659574468085
2008-03,23.404255319148938
2008-04,25.53191489361702
2008-05,22.340425531914892
2008-06,19.148936170212767
2008-07,17.02127659574468
2008-08,15.957446808510639
2008-09,20.212765957446805
2008-10,22.340425531914892
2008-11,22.340425531914892
2008-12,15.957446808510639
2009-01,18.085106382978726
2009-02,20.212765957446805
2009-03,18.085106382978726
2009-04,23.404255319148938
2009-05,20.212765957446805
2009-06,19.148936170212767
2009-07,17.02127659574468
2009-08,17.02127659574468
2009-09,18.085106382978726
2009-10,22.340425531914892
2009-11,28.723404255319153
2009-12,19.148936170212767
2010-01,19.148936170212767
2010-02,20.212765957446805
2010-03,26.595744680851062
2010-04,25.53191489361702
2010-05,22.340425531914892
2010-06,19.148936170212767
2010-07,15.957446808510639
2010-08,14.893617021276595
2010-09,17.02127659574468
2010-10,21.27659574468085
2010-11,23.404255319148938
2010-12,17.02127659574468
2011-01,14.893617021276595
2011-02,19.148936170212767
2011-03,18.085106382978726
2011-04,18.085106382978726
2011-05,17.02127659574468
2011-06,14.893617021276595
2011-07,14.893617021276595
2011-08,10.638297872340425
2011-09,14.893617021276595
2011-10,14.893617021276595
2011-11,17.02127659574468
2011-12,13.829787234042554
2012-01,14.893617021276595
2012-02,14.893617021276595
2012-03,17.02127659574468
2012-04,15.957446808510639
2012-05,14.893617021276595
2012-06,14.893617021276595
2012-07,10.638297872340425
2012-08,11.702127659574469
2012-09,15.957446808510639
2012-10,18.085106382978726
2012-11,14.893617021276595
2012-12,10.638297872340425
2013-01,12.76595744680851
2013-02,11.702127659574469
2013-03,13.829787234042554
2013-04,14.893617021276595
2013-05,12.76595744680851
2013-06,9.574468085106384
2013-07,11.702127659574469
2013-08,9.574468085106384
2013-09,12.76595744680851
2013-10,11.702127659574469
2013-11,12.76595744680851
2013-12,10.638297872340425
2014-01,9.574468085106384
2014-02,11.702127659574469
2014-03,12.76595744680851
2014-04,11.702127659574469
2014-05,11.702127659574469
2014-06,9.574468085106384
2014-07,7.446808510638298
2014-08,8.51063829787234
2014-09,11.702127659574469
2014-10,9.574468085106384
2014-11,13.829787234042554
2014-12,9.574468085106384
2015-01,7.446808510638298
2015-02,10.638297872340425
2015-03,12.76595744680851
2015-04,12.76595744680851
2015-05,10.638297872340425
2015-06,7.446808510638298
2015-07,7.446808510638298
2015-08,6.382978723404255
2015-09,8.51063829787234
2015-10,9.574468085106384
2015-11,9.574468085106384
2015-12,8.51063829787234
2016-01,7.446808510638298
2016-02,7.446808510638298
2016-03,8.51063829787234
2016-04,8.51063829787234
2016-05,8.51063829787234
2016-06,6.382978723404255
2016-07,3.1914893617021276
2016-08,4.25531914893617
2016-09,6.382978723404255
2016-10,7.446808510638298
2016-11,7.446808510638298
2016-12,7.446808510638298
2017-01,6.382978723404255
2017-02,8.51063829787234
2017-03,7.446808510638298
2017-04,6.382978723404255
2017-05,7.446808510638298
2017-06,4.25531914893617
2017-07,4.25531914893617
2017-08,4.25531914893617
2017-09,6.382978723404255
2017-10,7.446808510638298
2017-11,8.51063829787234
2017-12,6.382978723404255
2018-01,5.319148936170213
2018-02,7.446808510638298
2018-03,7.446808510638298
2018-04,7.446808510638298
2018-05,7.446808510638298
2018-06,4.25531914893617
2018-07,3.1914893617021276
2018-08,4.25531914893617
2018-09,6.382978723404255
2018-10,5.319148936170213
2018-11,7.446808510638298
2018-12,6.382978723404255
2019-01,5.319148936170213
2019-02,5.319148936170213
2019-03,5.319148936170213
2019-04,7.446808510638298
2019-05,5.319148936170213
2019-06,4.25531914893617
2019-07,3.1914893617021276
2019-08,2.127659574468085
2019-09,5.319148936170213
2019-10,5.319148936170213
2019-11,5.319148936170213
2019-12,5.319148936170213
2020-01,3.1914893617021276
2020-02,4.25531914893617
2020-03,4.25531914893617
2020-04,4.25531914893617
2020-05,3.1914893617021276
2020-06,4.25531914893617
2020-07,1.0638297872340425
2020-08,1.0638297872340425
2020-09,5.319148936170213
2020-10,4.25531914893617
2020-11,3.1914893617021276
2020-12,3.1914893617021276
2021-01,2.127659574468085
2021-02,3.1914893617021276
2021-03,4.25531914893617
2021-04,3.1914893617021276
2021-05,2.127659574468085
2021-06,3.1914893617021276
2021-07,2.127659574468085
2021-08,2.127659574468085
2021-09,4.25531914893617
2021-10,3.1914893617021276
2021-11,4.25531914893617
2021-12,3.1914893617021276
2022-01,5.319148936170213
2022-02,8.51063829787234
2022-03,7.446808510638298
2022-04,6.382978723404255
2022-05,5.319148936170213
2022-06,5.319148936170213
2022-07,3.1914893617021276
