Date,Alianzas y Capital de Riesgo
1976-12,418
1977-01,372
1977-02,100
1977-03,150
1977-04,130
1977-05,130
1977-06,117
1977-07,106
1977-08,137
1977-09,129
1977-10,82
1977-11,114
1977-12,470
1978-01,413
1978-02,109
1978-03,163
1978-04,135
1978-05,124
1978-06,155
1978-07,158
1978-08,150
1978-09,164
1978-10,138
1978-11,129
1978-12,529
1979-01,498
1979-02,161
1979-03,170
1979-04,152
1979-05,181
1979-06,157
1979-07,116
1979-08,164
1979-09,195
1979-10,146
1979-11,166
1979-12,575
1980-01,496
1980-02,177
1980-03,221
1980-04,196
1980-05,193
1980-06,198
1980-07,152
1980-08,151
1980-09,185
1980-10,154
1980-11,191
1980-12,750
1981-01,599
1981-02,198
1981-03,239
1981-04,142
1981-05,181
1981-06,236
1981-07,153
1981-08,197
1981-09,237
1981-10,169
1981-11,177
1981-12,635
1982-01,568
1982-02,208
1982-03,261
1982-04,168
1982-05,206
1982-06,243
1982-07,157
1982-08,189
1982-09,230
1982-10,176
1982-11,218
1982-12,772
1983-01,699
1983-02,231
1983-03,254
1983-04,191
1983-05,221
1983-06,246
1983-07,165
1983-08,197
1983-09,279
1983-10,194
1983-11,220
1983-12,812
1984-01,729
1984-02,267
1984-03,310
1984-04,205
1984-05,243
1984-06,296
1984-07,188
1984-08,202
1984-09,226
1984-10,154
1984-11,219
1984-12,824
1985-01,707
1985-02,235
1985-03,266
1985-04,181
1985-05,235
1985-06,296
1985-07,221
1985-08,237
1985-09,285
1985-10,198
1985-11,227
1985-12,1015
1986-01,902
1986-02,262
1986-03,326
1986-04,252
1986-05,268
1986-06,290
1986-07,256
1986-08,288
1986-09,291
1986-10,212
1986-11,250
1986-12,1047
1987-01,844
1987-02,279
1987-03,353
1987-04,244
1987-05,234
1987-06,287
1987-07,232
1987-08,292
1987-09,308
1987-10,192
1987-11,280
1987-12,1248
1988-01,1069
1988-02,323
1988-03,361
1988-04,271
1988-05,355
1988-06,351
1988-07,220
1988-08,297
1988-09,310
1988-10,228
1988-11,325
1988-12,1490
1989-01,1248
1989-02,338
1989-03,423
1989-04,300
1989-05,396
1989-06,400
1989-07,267
1989-08,406
1989-09,400
1989-10,296
1989-11,357
1989-12,1554
1990-01,1355
1990-02,395
1990-03,450
1990-04,353
1990-05,399
1990-06,422
1990-07,291
1990-08,392
1990-09,473
1990-10,305
1990-11,362
1990-12,1602
1991-01,1376
1991-02,433
1991-03,515
1991-04,360
1991-05,416
1991-06,434
1991-07,310
1991-08,411
1991-09,452
1991-10,290
1991-11,391
1991-12,1602
1992-01,1473
1992-02,522
1992-03,607
1992-04,424
1992-05,521
1992-06,509
1992-07,359
1992-08,540
1992-09,539
1992-10,336
1992-11,410
1992-12,1735
1993-01,1547
1993-02,468
1993-03,548
1993-04,441
1993-05,526
1993-06,582
1993-07,396
1993-08,540
1993-09,625
1993-10,420
1993-11,458
1993-12,1784
1994-01,1606
1994-02,585
1994-03,566
1994-04,338
1994-05,540
1994-06,604
1994-07,400
1994-08,545
1994-09,622
1994-10,408
1994-11,524
1994-12,2318
1995-01,2183
1995-02,602
1995-03,626
1995-04,460
1995-05,586
1995-06,577
1995-07,443
1995-08,627
1995-09,676
1995-10,455
1995-11,566
1995-12,2269
1996-01,2059
1996-02,648
1996-03,790
1996-04,532
1996-05,605
1996-06,742
1996-07,539
1996-08,606
1996-09,664
1996-10,512
1996-11,651
1996-12,2388
1997-01,2186
1997-02,752
1997-03,825
1997-04,529
1997-05,652
1997-06,807
1997-07,583
1997-08,649
1997-09,663
1997-10,551
1997-11,718
1997-12,2728
1998-01,2389
1998-02,726
1998-03,858
1998-04,583
1998-05,705
1998-06,831
1998-07,627
1998-08,661
1998-09,722
1998-10,501
1998-11,734
1998-12,2858
1999-01,2535
1999-02,712
1999-03,814
1999-04,631
1999-05,777
1999-06,803
1999-07,585
1999-08,704
1999-09,736
1999-10,569
1999-11,719
1999-12,3145
2000-01,2880
2000-02,764
2000-03,902
2000-04,711
2000-05,805
2000-06,957
2000-07,685
2000-08,824
2000-09,884
2000-10,754
2000-11,831
2000-12,3103
2001-01,2822
2001-02,886
2001-03,1100
2001-04,805
2001-05,978
2001-06,1097
2001-07,774
2001-08,877
2001-09,970
2001-10,690
2001-11,908
2001-12,3728
2002-01,3259
2002-02,849
2002-03,1038
2002-04,889
2002-05,868
2002-06,937
2002-07,739
2002-08,916
2002-09,1253
2002-10,883
2002-11,894
2002-12,4065
2003-01,3652
2003-02,945
2003-03,1012
2003-04,787
2003-05,908
2003-06,1050
2003-07,758
2003-08,1046
2003-09,1197
2003-10,807
2003-11,952
2003-12,4896
2004-01,4534
2004-02,1123
2004-03,1293
2004-04,966
2004-05,1091
2004-06,1283
2004-07,996
2004-08,1217
2004-09,1254
2004-10,1008
2004-11,1060
2004-12,4864
2005-01,4521
2005-02,1015
2005-03,1162
2005-04,940
2005-05,1119
2005-06,1331
2005-07,940
2005-08,1226
2005-09,1238
2005-10,1107
2005-11,1172
2005-12,5546
2006-01,5180
2006-02,1141
2006-03,1266
2006-04,1178
2006-05,1269
2006-06,1488
2006-07,1283
2006-08,1361
2006-09,1525
2006-10,1339
2006-11,1276
2006-12,5111
2007-01,4825
2007-02,1193
2007-03,1328
2007-04,1243
2007-05,1482
2007-06,1547
2007-07,1385
2007-08,1676
2007-09,1665
2007-10,1502
2007-11,1869
2007-12,6570
2008-01,5487
2008-02,1208
2008-03,1446
2008-04,1332
2008-05,1626
2008-06,1824
2008-07,1391
2008-08,1618
2008-09,2113
2008-10,1684
2008-11,1656
2008-12,7168
2009-01,6639
2009-02,1412
2009-03,1416
2009-04,1405
2009-05,1440
2009-06,1766
2009-07,1566
2009-08,1991
2009-09,2068
2009-10,1569
2009-11,1687
2009-12,7659
2010-01,7103
2010-02,1410
2010-03,1868
2010-04,1698
2010-05,1854
2010-06,1902
2010-07,1903
2010-08,2047
2010-09,2129
2010-10,2230
2010-11,2044
2010-12,8378
2011-01,7811
2011-02,1732
2011-03,1907
2011-04,1977
2011-05,2169
2011-06,2193
2011-07,2501
2011-08,2877
2011-09,2327
2011-10,2087
2011-11,2125
2011-12,9180
2012-01,10505
2012-02,1739
2012-03,2147
2012-04,2019
2012-05,2500
2012-06,3002
2012-07,2370
2012-08,2685
2012-09,2925
2012-10,2371
2012-11,2540
2012-12,12953
2013-01,12573
2013-02,1984
2013-03,2386
2013-04,2211
2013-05,2513
2013-06,2779
2013-07,2471
2013-08,2297
2013-09,2893
2013-10,3056
2013-11,2670
2013-12,11266
2014-01,10693
2014-02,2190
2014-03,2537
2014-04,2477
2014-05,2607
2014-06,2684
2014-07,2837
2014-08,2899
2014-09,3425
2014-10,3490
2014-11,3221
2014-12,12856
2015-01,12234
2015-02,2610
2015-03,2927
2015-04,2812
2015-05,3110
2015-06,3387
2015-07,2889
2015-08,3062
2015-09,3208
2015-10,3638
2015-11,3625
2015-12,15297
2016-01,14119
2016-02,3035
2016-03,3448
2016-04,3690
2016-05,3919
2016-06,4088
2016-07,3081
2016-08,3517
2016-09,4006
2016-10,3769
2016-11,4208
2016-12,16072
2017-01,14549
2017-02,3276
2017-03,4046
2017-04,3213
2017-05,4032
2017-06,4078
2017-07,4611
2017-08,4298
2017-09,5600
2017-10,4473
2017-11,5050
2017-12,18535
2018-01,17233
2018-02,3884
2018-03,4251
2018-04,4150
2018-05,4543
2018-06,4588
2018-07,4991
2018-08,5224
2018-09,5252
2018-10,5361
2018-11,4664
2018-12,21416
2019-01,19837
2019-02,4384
2019-03,5228
2019-04,4760
2019-05,5238
2019-06,5611
2019-07,5575
2019-08,5541
2019-09,5734
2019-10,5638
2019-11,6206
2019-12,24256
2020-01,21934
2020-02,4959
2020-03,5682
2020-04,4784
2020-05,5282
2020-06,6190
2020-07,5756
2020-08,5629
2020-09,6263
2020-10,6310
2020-11,7082
2020-12,28384
2021-01,24484
2021-02,5290
2021-03,6223
2021-04,5505
2021-05,5684
2021-06,6483
2021-07,5946
2021-08,6317
2021-09,6358
2021-10,6115
2021-11,6765
2021-12,27040
2022-01,24815
2022-02,5192
2022-03,6224
2022-04,5668
2022-05,6107
2022-06,7582
2022-07,6413
2022-08,6857
2022-09,6865
2022-10,6534
2022-11,6732
2022-12,30478
2023-01,27150
2023-02,5629
2023-03,6883
2023-04,5894
2023-05,6859
2023-06,7937
2023-07,6819
2023-08,7475
2023-09,7843
2023-10,7446
2023-11,8323
2023-12,32807
2024-01,29916
2024-02,6931
2024-03,7808
2024-04,7623
2024-05,8358
2024-06,8922
2024-07,8578
2024-08,8695
2024-09,8598
2024-10,8740
2024-11,8930
2024-12,14358
2025-01,11460
2025-02,6380
2025-03,3667
