Month,Gestión del Cambio
2004-01,94.44444444444444
2004-02,97.22222222222221
2004-03,90.27777777777779
2004-04,98.61111111111111
2004-05,83.33333333333334
2004-06,84.72222222222221
2004-07,100.0
2004-08,86.11111111111111
2004-09,79.16666666666666
2004-10,81.94444444444444
2004-11,75.0
2004-12,58.333333333333336
2005-01,70.83333333333334
2005-02,80.55555555555556
2005-03,81.94444444444444
2005-04,87.5
2005-05,73.61111111111111
2005-06,68.05555555555556
2005-07,65.27777777777779
2005-08,70.83333333333334
2005-09,63.888888888888886
2005-10,68.05555555555556
2005-11,65.27777777777779
2005-12,52.77777777777778
2006-01,65.27777777777779
2006-02,58.333333333333336
2006-03,69.44444444444444
2006-04,59.72222222222222
2006-05,76.38888888888889
2006-06,59.72222222222222
2006-07,47.22222222222222
2006-08,56.94444444444444
2006-09,50.0
2006-10,48.61111111111111
2006-11,47.22222222222222
2006-12,31.944444444444443
2007-01,40.27777777777778
2007-02,45.83333333333333
2007-03,44.44444444444444
2007-04,43.05555555555556
2007-05,50.0
2007-06,41.66666666666667
2007-07,40.27777777777778
2007-08,40.27777777777778
2007-09,34.72222222222222
2007-10,44.44444444444444
2007-11,40.27777777777778
2007-12,26.38888888888889
2008-01,38.88888888888889
2008-02,41.66666666666667
2008-03,37.5
2008-04,44.44444444444444
2008-05,36.11111111111111
2008-06,31.944444444444443
2008-07,31.944444444444443
2008-08,26.38888888888889
2008-09,38.88888888888889
2008-10,40.27777777777778
2008-11,36.11111111111111
2008-12,25.0
2009-01,25.0
2009-02,29.166666666666668
2009-03,30.555555555555557
2009-04,34.72222222222222
2009-05,33.33333333333333
2009-06,29.166666666666668
2009-07,26.38888888888889
2009-08,26.38888888888889
2009-09,25.0
2009-10,26.38888888888889
2009-11,27.77777777777778
2009-12,15.277777777777779
2010-01,22.22222222222222
2010-02,23.61111111111111
2010-03,27.77777777777778
2010-04,25.0
2010-05,26.38888888888889
2010-06,23.61111111111111
2010-07,18.055555555555554
2010-08,20.833333333333336
2010-09,18.055555555555554
2010-10,20.833333333333336
2010-11,22.22222222222222
2010-12,9.722222222222223
2011-01,16.666666666666664
2011-02,18.055555555555554
2011-03,20.833333333333336
2011-04,16.666666666666664
2011-05,22.22222222222222
2011-06,15.277777777777779
2011-07,9.722222222222223
2011-08,12.5
2011-09,18.055555555555554
2011-10,15.277777777777779
2011-11,12.5
2011-12,5.555555555555555
2012-01,11.11111111111111
2012-02,16.666666666666664
2012-03,22.22222222222222
2012-04,15.277777777777779
2012-05,19.444444444444446
2012-06,12.5
2012-07,12.5
2012-08,12.5
2012-09,15.277777777777779
2012-10,20.833333333333336
2012-11,19.444444444444446
2012-12,0.0
2013-01,12.5
2013-02,16.666666666666664
2013-03,18.055555555555554
2013-04,22.22222222222222
2013-05,16.666666666666664
2013-06,15.277777777777779
2013-07,15.277777777777779
2013-08,11.11111111111111
2013-09,13.88888888888889
2013-10,18.055555555555554
2013-11,16.666666666666664
2013-12,4.166666666666666
2014-01,15.277777777777779
2014-02,18.055555555555554
2014-03,20.833333333333336
2014-04,15.277777777777779
2014-05,18.055555555555554
2014-06,12.5
2014-07,15.277777777777779
2014-08,11.11111111111111
2014-09,15.277777777777779
2014-10,18.055555555555554
2014-11,18.055555555555554
2014-12,6.944444444444445
2015-01,12.5
2015-02,18.055555555555554
2015-03,22.22222222222222
2015-04,19.444444444444446
2015-05,16.666666666666664
2015-06,12.5
2015-07,12.5
2015-08,11.11111111111111
2015-09,15.277777777777779
2015-10,13.88888888888889
2015-11,15.277777777777779
2015-12,4.166666666666666
2016-01,9.722222222222223
2016-02,16.666666666666664
2016-03,18.055555555555554
2016-04,18.055555555555554
2016-05,18.055555555555554
2016-06,12.5
2016-07,5.555555555555555
2016-08,8.333333333333332
2016-09,13.88888888888889
2016-10,12.5
2016-11,16.666666666666664
2016-12,5.555555555555555
2017-01,12.5
2017-02,18.055555555555554
2017-03,22.22222222222222
2017-04,18.055555555555554
2017-05,19.444444444444446
2017-06,12.5
2017-07,9.722222222222223
2017-08,12.5
2017-09,18.055555555555554
2017-10,23.61111111111111
2017-11,20.833333333333336
2017-12,6.944444444444445
2018-01,13.88888888888889
2018-02,18.055555555555554
2018-03,19.444444444444446
2018-04,16.666666666666664
2018-05,19.444444444444446
2018-06,15.277777777777779
2018-07,12.5
2018-08,12.5
2018-09,15.277777777777779
2018-10,22.22222222222222
2018-11,16.666666666666664
2018-12,8.333333333333332
2019-01,16.666666666666664
2019-02,22.22222222222222
2019-03,23.61111111111111
2019-04,23.61111111111111
2019-05,25.0
2019-06,22.22222222222222
2019-07,25.0
2019-08,19.444444444444446
2019-09,22.22222222222222
2019-10,25.0
2019-11,25.0
