Date,Fusiones y Adquisiciones
1971-11,16
1971-12,45
1972-01,32
1972-02,13
1972-03,15
1972-04,9
1972-05,19
1972-06,15
1972-07,4
1972-08,14
1972-09,15
1972-10,5
1972-11,18
1972-12,45
1973-01,30
1973-02,24
1973-03,31
1973-04,23
1973-05,30
1973-06,25
1973-07,14
1973-08,23
1973-09,26
1973-10,10
1973-11,20
1973-12,61
1974-01,34
1974-02,26
1974-03,30
1974-04,16
1974-05,28
1974-06,22
1974-07,16
1974-08,29
1974-09,23
1974-10,9
1974-11,25
1974-12,80
1975-01,68
1975-02,42
1975-03,44
1975-04,20
1975-05,24
1975-06,23
1975-07,21
1975-08,27
1975-09,23
1975-10,12
1975-11,18
1975-12,78
1976-01,76
1976-02,34
1976-03,31
1976-04,32
1976-05,33
1976-06,21
1976-07,14
1976-08,20
1976-09,24
1976-10,18
1976-11,29
1976-12,90
1977-01,78
1977-02,27
1977-03,46
1977-04,45
1977-05,43
1977-06,28
1977-07,14
1977-08,34
1977-09,32
1977-10,16
1977-11,24
1977-12,128
1978-01,121
1978-02,24
1978-03,38
1978-04,41
1978-05,32
1978-06,23
1978-07,20
1978-08,29
1978-09,27
1978-10,21
1978-11,31
1978-12,117
1979-01,105
1979-02,21
1979-03,32
1979-04,34
1979-05,38
1979-06,25
1979-07,13
1979-08,28
1979-09,30
1979-10,19
1979-11,20
1979-12,139
1980-01,138
1980-02,27
1980-03,32
1980-04,46
1980-05,37
1980-06,30
1980-07,26
1980-08,32
1980-09,37
1980-10,26
1980-11,29
1980-12,167
1981-01,159
1981-02,41
1981-03,49
1981-04,32
1981-05,39
1981-06,55
1981-07,20
1981-08,22
1981-09,27
1981-10,22
1981-11,37
1981-12,203
1982-01,182
1982-02,24
1982-03,27
1982-04,25
1982-05,46
1982-06,38
1982-07,20
1982-08,30
1982-09,37
1982-10,24
1982-11,35
1982-12,185
1983-01,173
1983-02,44
1983-03,60
1983-04,48
1983-05,53
1983-06,46
1983-07,26
1983-08,37
1983-09,39
1983-10,20
1983-11,28
1983-12,205
1984-01,202
1984-02,63
1984-03,79
1984-04,49
1984-05,56
1984-06,72
1984-07,48
1984-08,42
1984-09,45
1984-10,26
1984-11,39
1984-12,190
1985-01,169
1985-02,45
1985-03,48
1985-04,28
1985-05,41
1985-06,51
1985-07,41
1985-08,46
1985-09,45
1985-10,33
1985-11,38
1985-12,231
1986-01,214
1986-02,41
1986-03,57
1986-04,43
1986-05,40
1986-06,53
1986-07,49
1986-08,40
1986-09,58
1986-10,40
1986-11,43
1986-12,228
1987-01,208
1987-02,59
1987-03,71
1987-04,39
1987-05,46
1987-06,63
1987-07,50
1987-08,72
1987-09,69
1987-10,36
1987-11,49
1987-12,309
1988-01,300
1988-02,75
1988-03,79
1988-04,52
1988-05,82
1988-06,78
1988-07,39
1988-08,58
1988-09,58
1988-10,42
1988-11,51
1988-12,325
1989-01,313
1989-02,77
1989-03,79
1989-04,62
1989-05,81
1989-06,82
1989-07,73
1989-08,115
1989-09,95
1989-10,51
1989-11,73
1989-12,335
1990-01,301
1990-02,86
1990-03,106
1990-04,59
1990-05,87
1990-06,92
1990-07,56
1990-08,107
1990-09,133
1990-10,46
1990-11,79
1990-12,440
1991-01,410
1991-02,118
1991-03,146
1991-04,99
1991-05,115
1991-06,146
1991-07,60
1991-08,103
1991-09,108
1991-10,50
1991-11,89
1991-12,350
1992-01,305
1992-02,116
1992-03,164
1992-04,123
1992-05,122
1992-06,131
1992-07,78
1992-08,169
1992-09,151
1992-10,59
1992-11,139
1992-12,359
1993-01,276
1993-02,162
1993-03,180
1993-04,84
1993-05,145
1993-06,164
1993-07,98
1993-08,181
1993-09,168
1993-10,74
1993-11,131
1993-12,474
1994-01,388
1994-02,143
1994-03,146
1994-04,86
1994-05,178
1994-06,203
1994-07,83
1994-08,173
1994-09,173
1994-10,64
1994-11,158
1994-12,524
1995-01,416
1995-02,185
1995-03,212
1995-04,99
1995-05,174
1995-06,193
1995-07,87
1995-08,193
1995-09,213
1995-10,112
1995-11,180
1995-12,442
1996-01,371
1996-02,183
1996-03,207
1996-04,101
1996-05,210
1996-06,234
1996-07,109
1996-08,173
1996-09,201
1996-10,95
1996-11,161
1996-12,514
1997-01,419
1997-02,251
1997-03,245
1997-04,96
1997-05,179
1997-06,230
1997-07,160
1997-08,231
1997-09,238
1997-10,121
1997-11,230
1997-12,796
1998-01,662
1998-02,234
1998-03,239
1998-04,103
1998-05,214
1998-06,254
1998-07,133
1998-08,177
1998-09,191
1998-10,109
1998-11,186
1998-12,774
1999-01,692
1999-02,196
1999-03,195
1999-04,127
1999-05,205
1999-06,209
1999-07,116
1999-08,223
1999-09,209
1999-10,137
1999-11,182
1999-12,755
2000-01,688
2000-02,238
2000-03,276
2000-04,153
2000-05,252
2000-06,338
2000-07,179
2000-08,262
2000-09,250
2000-10,164
2000-11,228
2000-12,788
2001-01,701
2001-02,265
2001-03,328
2001-04,199
2001-05,201
2001-06,261
2001-07,188
2001-08,283
2001-09,270
2001-10,149
2001-11,255
2001-12,953
2002-01,659
2002-02,248
2002-03,254
2002-04,207
2002-05,216
2002-06,233
2002-07,171
2002-08,224
2002-09,323
2002-10,178
2002-11,243
2002-12,958
2003-01,836
2003-02,246
2003-03,244
2003-04,176
2003-05,234
2003-06,257
2003-07,181
2003-08,288
2003-09,275
2003-10,216
2003-11,242
2003-12,1634
2004-01,1561
2004-02,313
2004-03,323
2004-04,198
2004-05,221
2004-06,343
2004-07,248
2004-08,295
2004-09,270
2004-10,203
2004-11,228
2004-12,840
2005-01,760
2005-02,293
2005-03,332
2005-04,233
2005-05,289
2005-06,344
2005-07,247
2005-08,307
2005-09,299
2005-10,186
2005-11,293
2005-12,1195
2006-01,1018
2006-02,312
2006-03,310
2006-04,241
2006-05,272
2006-06,409
2006-07,313
2006-08,381
2006-09,389
2006-10,287
2006-11,248
2006-12,1102
2007-01,1085
2007-02,284
2007-03,344
2007-04,238
2007-05,354
2007-06,373
2007-07,264
2007-08,423
2007-09,346
2007-10,278
2007-11,443
2007-12,1386
2008-01,1130
2008-02,352
2008-03,302
2008-04,260
2008-05,329
2008-06,423
2008-07,270
2008-08,412
2008-09,481
2008-10,289
2008-11,398
2008-12,1485
2009-01,1301
2009-02,368
2009-03,300
2009-04,296
2009-05,353
2009-06,362
2009-07,313
2009-08,579
2009-09,576
2009-10,370
2009-11,401
2009-12,1621
2010-01,1537
2010-02,321
2010-03,441
2010-04,329
2010-05,388
2010-06,430
2010-07,470
2010-08,575
2010-09,523
2010-10,553
2010-11,529
2010-12,1842
2011-01,1546
2011-02,409
2011-03,469
2011-04,486
2011-05,569
2011-06,498
2011-07,571
2011-08,732
2011-09,537
2011-10,413
2011-11,514
2011-12,1999
2012-01,2880
2012-02,401
2012-03,448
2012-04,395
2012-05,590
2012-06,872
2012-07,574
2012-08,520
2012-09,547
2012-10,459
2012-11,582
2012-12,2616
2013-01,2431
2013-02,396
2013-03,422
2013-04,453
2013-05,529
2013-06,710
2013-07,568
2013-08,566
2013-09,620
2013-10,576
2013-11,697
2013-12,2786
2014-01,2702
2014-02,566
2014-03,563
2014-04,540
2014-05,613
2014-06,628
2014-07,552
2014-08,682
2014-09,718
2014-10,752
2014-11,686
2014-12,3274
2015-01,3129
2015-02,540
2015-03,595
2015-04,484
2015-05,546
2015-06,684
2015-07,585
2015-08,612
2015-09,698
2015-10,737
2015-11,682
2015-12,3602
2016-01,3344
2016-02,530
2016-03,643
2016-04,728
2016-05,734
2016-06,746
2016-07,535
2016-08,637
2016-09,854
2016-10,762
2016-11,781
2016-12,3540
2017-01,3221
2017-02,671
2017-03,791
2017-04,668
2017-05,804
2017-06,757
2017-07,983
2017-08,1008
2017-09,1008
2017-10,753
2017-11,988
2017-12,4147
2018-01,3828
2018-02,666
2018-03,798
2018-04,781
2018-05,785
2018-06,947
2018-07,1162
2018-08,1140
2018-09,903
2018-10,963
2018-11,901
2018-12,4481
2019-01,4093
2019-02,842
2019-03,979
2019-04,775
2019-05,926
2019-06,1086
2019-07,1147
2019-08,1202
2019-09,1111
2019-10,1048
2019-11,1316
2019-12,5193
2020-01,4543
2020-02,854
2020-03,1015
2020-04,875
2020-05,922
2020-06,1298
2020-07,1256
2020-08,1249
2020-09,1177
2020-10,1220
2020-11,1373
2020-12,5936
2021-01,5303
2021-02,1019
2021-03,1192
2021-04,1033
2021-05,1217
2021-06,1437
2021-07,1267
2021-08,1406
2021-09,1168
2021-10,1196
2021-11,1372
2021-12,6267
2022-01,5618
2022-02,1043
2022-03,1186
2022-04,1174
2022-05,1280
2022-06,1747
2022-07,1552
2022-08,1635
2022-09,1389
2022-10,1244
2022-11,1483
2022-12,7266
2023-01,6474
2023-02,1194
2023-03,1554
2023-04,1313
2023-05,1522
2023-06,1908
2023-07,1731
2023-08,1819
2023-09,1731
2023-10,1630
2023-11,2030
2023-12,7458
2024-01,6845
2024-02,1616
2024-03,1549
2024-04,1776
2024-05,1867
2024-06,2110
2024-07,2290
2024-08,2311
2024-09,1779
2024-10,1854
2024-11,1870
2024-12,3249
2025-01,2488
2025-02,1435
2025-03,813
