Year,Reingeniería de Procesos
1993-01,36.36363636363634
2000-01,0.0
2002-01,20.454545454545446
2004-01,54.545454545454554
2006-01,25.0
2008-01,43.18181818181822
2010-01,40.90909090909089
2012-01,40.90909090909089
2014-01,27.272727272727227
2017-01,81.81818181818178
2022-01,100.0
