Month,Planificación de Escenarios
2004-01,100.0
2004-02,80.48780487804879
2004-03,75.60975609756098
2004-04,78.04878048780488
2004-05,96.34146341463415
2004-06,84.14634146341463
2004-07,58.536585365853654
2004-08,65.85365853658537
2004-09,60.97560975609756
2004-10,74.39024390243902
2004-11,59.756097560975604
2004-12,67.07317073170732
2005-01,51.21951219512195
2005-02,65.85365853658537
2005-03,86.58536585365853
2005-04,74.39024390243902
2005-05,75.60975609756098
2005-06,60.97560975609756
2005-07,45.1219512195122
2005-08,54.87804878048781
2005-09,48.78048780487805
2005-10,64.63414634146342
2005-11,63.41463414634146
2005-12,41.46341463414634
2006-01,50.0
2006-02,48.78048780487805
2006-03,54.87804878048781
2006-04,60.97560975609756
2006-05,57.3170731707317
2006-06,47.5609756097561
2006-07,40.243902439024396
2006-08,32.926829268292686
2006-09,30.48780487804878
2006-10,46.34146341463415
2006-11,41.46341463414634
2006-12,28.04878048780488
2007-01,32.926829268292686
2007-02,40.243902439024396
2007-03,43.90243902439025
2007-04,40.243902439024396
2007-05,40.243902439024396
2007-06,31.70731707317073
2007-07,26.82926829268293
2007-08,30.48780487804878
2007-09,31.70731707317073
2007-10,41.46341463414634
2007-11,37.80487804878049
2007-12,18.29268292682927
2008-01,21.951219512195124
2008-02,32.926829268292686
2008-03,31.70731707317073
2008-04,35.36585365853659
2008-05,32.926829268292686
2008-06,29.268292682926827
2008-07,19.51219512195122
2008-08,19.51219512195122
2008-09,20.73170731707317
2008-10,30.48780487804878
2008-11,28.04878048780488
2008-12,23.170731707317074
2009-01,21.951219512195124
2009-02,29.268292682926827
2009-03,34.146341463414636
2009-04,32.926829268292686
2009-05,30.48780487804878
2009-06,21.951219512195124
2009-07,26.82926829268293
2009-08,19.51219512195122
2009-09,26.82926829268293
2009-10,34.146341463414636
2009-11,34.146341463414636
2009-12,19.51219512195122
2010-01,25.609756097560975
2010-02,24.390243902439025
2010-03,30.48780487804878
2010-04,34.146341463414636
2010-05,31.70731707317073
2010-06,25.609756097560975
2010-07,20.73170731707317
2010-08,17.073170731707318
2010-09,19.51219512195122
2010-10,18.29268292682927
2010-11,26.82926829268293
2010-12,15.853658536585366
2011-01,15.853658536585366
2011-02,21.951219512195124
2011-03,28.04878048780488
2011-04,25.609756097560975
2011-05,28.04878048780488
2011-06,18.29268292682927
2011-07,14.634146341463413
2011-08,20.73170731707317
2011-09,17.073170731707318
2011-10,21.951219512195124
2011-11,21.951219512195124
2011-12,12.195121951219512
2012-01,10.975609756097562
2012-02,18.29268292682927
2012-03,17.073170731707318
2012-04,20.73170731707317
2012-05,18.29268292682927
2012-06,15.853658536585366
2012-07,8.536585365853659
2012-08,12.195121951219512
2012-09,14.634146341463413
2012-10,19.51219512195122
2012-11,14.634146341463413
2012-12,8.536585365853659
2013-01,8.536585365853659
2013-02,14.634146341463413
2013-03,12.195121951219512
2013-04,19.51219512195122
2013-05,13.414634146341465
2013-06,9.75609756097561
2013-07,6.097560975609756
2013-08,7.317073170731707
2013-09,10.975609756097562
2013-10,15.853658536585366
2013-11,15.853658536585366
2013-12,6.097560975609756
2014-01,9.75609756097561
2014-02,12.195121951219512
2014-03,15.853658536585366
2014-04,17.073170731707318
2014-05,13.414634146341465
2014-06,13.414634146341465
2014-07,4.878048780487805
2014-08,8.536585365853659
2014-09,9.75609756097561
2014-10,15.853658536585366
2014-11,15.853658536585366
2014-12,7.317073170731707
2015-01,6.097560975609756
2015-02,9.75609756097561
2015-03,12.195121951219512
2015-04,15.853658536585366
2015-05,15.853658536585366
2015-06,8.536585365853659
2015-07,2.4390243902439024
2015-08,3.6585365853658534
2015-09,10.975609756097562
2015-10,9.75609756097561
2015-11,13.414634146341465
2015-12,3.6585365853658534
2016-01,4.878048780487805
2016-02,8.536585365853659
2016-03,13.414634146341465
2016-04,10.975609756097562
2016-05,10.975609756097562
2016-06,6.097560975609756
2016-07,1.2195121951219512
2016-08,4.878048780487805
2016-09,8.536585365853659
2016-10,10.975609756097562
2016-11,14.634146341463413
2016-12,4.878048780487805
2017-01,4.878048780487805
2017-02,10.975609756097562
2017-03,14.634146341463413
2017-04,14.634146341463413
2017-05,10.975609756097562
2017-06,3.6585365853658534
2017-07,1.2195121951219512
2017-08,4.878048780487805
2017-09,7.317073170731707
2017-10,12.195121951219512
2017-11,13.414634146341465
2017-12,4.878048780487805
2018-01,7.317073170731707
2018-02,9.75609756097561
2018-03,10.975609756097562
2018-04,12.195121951219512
2018-05,9.75609756097561
2018-06,3.6585365853658534
2018-07,2.4390243902439024
2018-08,1.2195121951219512
2018-09,8.536585365853659
2018-10,12.195121951219512
2018-11,12.195121951219512
2018-12,2.4390243902439024
2019-01,4.878048780487805
2019-02,12.195121951219512
2019-03,9.75609756097561
2019-04,8.536585365853659
2019-05,8.536585365853659
2019-06,7.317073170731707
2019-07,4.878048780487805
2019-08,1.2195121951219512
2019-09,8.536585365853659
2019-10,9.75609756097561
2019-11,10.975609756097562
2019-12,6.097560975609756
2020-01,3.6585365853658534
2020-02,8.536585365853659
2020-03,24.390243902439025
2020-04,25.609756097560975
2020-05,18.29268292682927
2020-06,13.414634146341465
2020-07,10.975609756097562
2020-08,8.536585365853659
2020-09,14.634146341463413
2020-10,14.634146341463413
2020-11,14.634146341463413
2020-12,4.878048780487805
2021-01,2.4390243902439024
2021-02,6.097560975609756
2021-03,8.536585365853659
2021-04,9.75609756097561
2021-05,8.536585365853659
2021-06,6.097560975609756
2021-07,3.6585365853658534
2021-08,0.0
2021-09,6.097560975609756
2021-10,10.975609756097562
2021-11,12.195121951219512
2021-12,4.878048780487805
2022-01,10.975609756097562
2022-02,21.951219512195124
2022-03,23.170731707317074
2022-04,23.170731707317074
2022-05,14.634146341463413
2022-06,14.634146341463413
2022-07,6.097560975609756
2022-08,7.317073170731707
2022-09,14.634146341463413
2022-10,19.51219512195122
2022-11,21.951219512195124
2022-12,10.975609756097562
2023-01,10.975609756097562
2023-02,20.73170731707317
2023-03,18.29268292682927
2023-04,15.853658536585366
2023-05,15.853658536585366
2023-06,10.975609756097562
2023-07,7.317073170731707
2023-08,9.75609756097561
2023-09,13.414634146341465
2023-10,24.390243902439025
2023-11,19.51219512195122
2023-12,12.195121951219512
2024-01,12.195121951219512
2024-02,19.51219512195122
2024-03,20.73170731707317
2024-04,21.951219512195124
2024-05,17.073170731707318
2024-06,14.634146341463413
2024-07,9.75609756097561
2024-08,13.414634146341465
2024-09,15.853658536585366
2024-10,20.73170731707317
2024-11,20.73170731707317
2024-12,10.975609756097562
2025-01,10.975609756097562
2025-02,19.51219512195122
