Year,Segmentación de Clientes
1999-01,45.45454545454545
2000-01,48.545454545454554
2002-01,94.54545454545455
2004-01,81.81818181818183
2006-01,100.0
2008-01,47.27272727272727
2010-01,27.27272727272727
2012-01,10.909090909090908
2014-01,5.454545454545454
2017-01,0.0
