Year,Competencias Centrales
1993-01,58.490566037735846
1996-01,81.13207547169812
1999-01,45.28301886792453
2000-01,50.56603773584906
2002-01,92.45283018867924
2004-01,73.58490566037736
2006-01,100.0
2008-01,41.509433962264154
2010-01,37.735849056603776
2012-01,0.0
2014-01,5.660377358490567
2017-01,7.547169811320755
