Year,Calidad Total
1993-01,100.0
1996-01,78.72340425531915
1999-01,42.5531914893617
2000-01,24.8936170212766
2002-01,59.57446808510638
2004-01,68.08510638297872
2006-01,74.46808510638297
2008-01,10.638297872340425
2010-01,19.148936170212767
2012-01,2.127659574468085
2014-01,0.0
2017-01,10.638297872340425
2022-01,14.893617021276595
