Year,Benchmarking
1993-01,75.0
1996-01,91.07142857142857
1999-01,87.5
2000-01,86.07142857142858
2002-01,100.0
2004-01,80.35714285714286
2006-01,94.64285714285714
2008-01,85.71428571428571
2010-01,69.64285714285714
2012-01,0.0
2014-01,28.57142857142857
2017-01,32.142857142857146
