Year,Outsourcing
1999-01,61.904761904761905
2000-01,60.00000000000001
2002-01,100.0
2004-01,88.09523809523809
2006-01,97.61904761904762
2008-01,64.28571428571429
2010-01,45.23809523809524
2012-01,0.0
2014-01,11.904761904761903
