Date,Estrategias de Crecimiento
1950-01,202
1950-02,70
1950-03,99
1950-04,103
1950-05,90
1950-06,122
1950-07,112
1950-08,95
1950-09,112
1950-10,91
1950-11,95
1950-12,239
1951-01,226
1951-02,108
1951-03,134
1951-04,117
1951-05,114
1951-06,116
1951-07,114
1951-08,102
1951-09,118
1951-10,111
1951-11,105
1951-12,292
1952-01,270
1952-02,122
1952-03,110
1952-04,107
1952-05,115
1952-06,123
1952-07,119
1952-08,119
1952-09,141
1952-10,119
1952-11,125
1952-12,374
1953-01,319
1953-02,119
1953-03,156
1953-04,147
1953-05,144
1953-06,166
1953-07,148
1953-08,116
1953-09,139
1953-10,149
1953-11,126
1953-12,371
1954-01,349
1954-02,163
1954-03,159
1954-04,142
1954-05,132
1954-06,138
1954-07,119
1954-08,125
1954-09,162
1954-10,150
1954-11,137
1954-12,390
1955-01,318
1955-02,139
1955-03,134
1955-04,126
1955-05,125
1955-06,137
1955-07,146
1955-08,137
1955-09,149
1955-10,145
1955-11,149
1955-12,404
1956-01,320
1956-02,138
1956-03,141
1956-04,149
1956-05,157
1956-06,165
1956-07,143
1956-08,146
1956-09,188
1956-10,147
1956-11,168
1956-12,452
1957-01,371
1957-02,141
1957-03,167
1957-04,149
1957-05,154
1957-06,160
1957-07,138
1957-08,143
1957-09,189
1957-10,177
1957-11,150
1957-12,506
1958-01,459
1958-02,193
1958-03,222
1958-04,163
1958-05,147
1958-06,190
1958-07,173
1958-08,178
1958-09,198
1958-10,190
1958-11,189
1958-12,596
1959-01,554
1959-02,174
1959-03,225
1959-04,212
1959-05,187
1959-06,213
1959-07,201
1959-08,224
1959-09,243
1959-10,209
1959-11,256
1959-12,684
1960-01,537
1960-02,208
1960-03,234
1960-04,223
1960-05,220
1960-06,221
1960-07,210
1960-08,200
1960-09,225
1960-10,216
1960-11,233
1960-12,658
1961-01,543
1961-02,232
1961-03,255
1961-04,237
1961-05,235
1961-06,252
1961-07,228
1961-08,222
1961-09,256
1961-10,237
1961-11,245
1961-12,637
