Year,Reingeniería de Procesos
1993-01,3.82
2000-01,3.66
2002-01,3.75
2004-01,3.9
2006-01,3.77
2008-01,3.85
2010-01,3.84
2012-01,3.84
2014-01,3.78
2017-01,4.02
2022-01,4.1
