Date,Gestión del Cambio
1984-03,1038
1984-04,902
1984-05,751
1984-06,1004
1984-07,1222
1984-08,519
1984-09,1076
1984-10,877
1984-11,565
1984-12,1454
1985-01,1909
1985-02,661
1985-03,1001
1985-04,971
1985-05,581
1985-06,974
1985-07,967
1985-08,701
1985-09,1004
1985-10,779
1985-11,618
1985-12,1273
1986-01,2089
1986-02,632
1986-03,1060
1986-04,958
1986-05,736
1986-06,1021
1986-07,999
1986-08,698
1986-09,1043
1986-10,1000
1986-11,671
1986-12,1697
1987-01,1795
1987-02,635
1987-03,1157
1987-04,1156
1987-05,581
1987-06,1179
1987-07,1223
1987-08,596
1987-09,1273
1987-10,593
1987-11,716
1987-12,1618
1988-01,2601
1988-02,666
1988-03,1466
1988-04,1028
1988-05,691
1988-06,1223
1988-07,933
1988-08,780
1988-09,1110
1988-10,891
1988-11,758
1988-12,1651
1989-01,2804
1989-02,774
1989-03,1768
1989-04,1154
1989-05,807
1989-06,1267
1989-07,1061
1989-08,1180
1989-09,1271
1989-10,1363
1989-11,702
1989-12,1984
1990-01,3191
1990-02,1000
1990-03,1734
1990-04,1403
1990-05,1064
1990-06,1528
1990-07,1448
1990-08,926
1990-09,1501
1990-10,1366
1990-11,727
1990-12,2992
1991-01,3589
1991-02,724
1991-03,1706
1991-04,1513
1991-05,1020
1991-06,1554
1991-07,1664
1991-08,776
1991-09,1718
1991-10,1366
1991-11,790
1991-12,2668
1992-01,2814
1992-02,1022
1992-03,2452
1992-04,1496
1992-05,1867
1992-06,2123
1992-07,1607
1992-08,843
1992-09,1938
1992-10,1390
1992-11,1009
1992-12,2674
1993-01,3205
1993-02,1090
1993-03,1957
1993-04,1588
1993-05,1488
1993-06,1808
1993-07,1432
1993-08,1335
1993-09,2079
1993-10,1655
1993-11,891
1993-12,3044
1994-01,3745
1994-02,1040
1994-03,2317
1994-04,1446
1994-05,1260
1994-06,2759
1994-07,1432
1994-08,1143
1994-09,1983
1994-10,1695
1994-11,1208
1994-12,3066
1995-01,3559
1995-02,1263
1995-03,2453
1995-04,1619
1995-05,1413
1995-06,2304
1995-07,1778
1995-08,1450
1995-09,2580
1995-10,1545
1995-11,1363
1995-12,3187
1996-01,4321
1996-02,1321
1996-03,2934
1996-04,2055
1996-05,1586
1996-06,2596
1996-07,2172
1996-08,1389
1996-09,2410
1996-10,1704
1996-11,1532
1996-12,2990
1997-01,3647
1997-02,1595
1997-03,2548
1997-04,1912
1997-05,1364
1997-06,2847
1997-07,2040
1997-08,1397
1997-09,1998
1997-10,2088
1997-11,1318
1997-12,3455
1998-01,4038
1998-02,1210
1998-03,2813
1998-04,1950
1998-05,1419
1998-06,2725
1998-07,2260
1998-08,1618
1998-09,2912
1998-10,2127
1998-11,1361
1998-12,3496
1999-01,3958
1999-02,1691
1999-03,2613
1999-04,2104
1999-05,1495
1999-06,2512
1999-07,2398
1999-08,2025
1999-09,2679
1999-10,2406
1999-11,2223
1999-12,3495
2000-01,5177
2000-02,1585
2000-03,2997
2000-04,2105
2000-05,1703
2000-06,2911
2000-07,2536
2000-08,2109
2000-09,3208
2000-10,2454
2000-11,2146
2000-12,4383
2001-01,5210
2001-02,1507
2001-03,3147
2001-04,2441
2001-05,2209
2001-06,3324
2001-07,2233
2001-08,2472
2001-09,3291
2001-10,3137
2001-11,2011
2001-12,4943
2002-01,5356
2002-02,1827
2002-03,3342
2002-04,3053
2002-05,2041
2002-06,3024
2002-07,2706
2002-08,2682
2002-09,4470
2002-10,2824
2002-11,3153
2002-12,4264
2003-01,5282
2003-02,2548
2003-03,3575
2003-04,2975
2003-05,1842
2003-06,4098
2003-07,2460
2003-08,3641
2003-09,5679
2003-10,3120
2003-11,2371
2003-12,5723
2004-01,5733
2004-02,2952
2004-03,3972
2004-04,3094
2004-05,2357
2004-06,4319
2004-07,4124
2004-08,3443
2004-09,3634
2004-10,3512
2004-11,2833
2004-12,4678
2005-01,5780
2005-02,2518
2005-03,3806
2005-04,3005
2005-05,2888
2005-06,4977
2005-07,4452
2005-08,3958
2005-09,3842
2005-10,3712
2005-11,2891
2005-12,5353
2006-01,6905
2006-02,2476
2006-03,4377
2006-04,4192
2006-05,4361
2006-06,4360
2006-07,4182
2006-08,4336
2006-09,4836
2006-10,3904
2006-11,3953
2006-12,5441
2007-01,6834
2007-02,3849
2007-03,5582
2007-04,3723
2007-05,4893
2007-06,6403
2007-07,4818
2007-08,5319
2007-09,4469
2007-10,5238
2007-11,4501
2007-12,6605
2008-01,6644
2008-02,3557
2008-03,4814
2008-04,4141
2008-05,4082
2008-06,5773
2008-07,4845
2008-08,3935
2008-09,6885
2008-10,5472
2008-11,5365
2008-12,8034
2009-01,6697
2009-02,7198
2009-03,5250
2009-04,4791
2009-05,4898
2009-06,6051
2009-07,5702
2009-08,5640
2009-09,8593
2009-10,6361
2009-11,5011
2009-12,7522
2010-01,8994
2010-02,4402
2010-03,7510
2010-04,5445
2010-05,7535
2010-06,6661
2010-07,6229
2010-08,7745
2010-09,6779
2010-10,6872
2010-11,8175
2010-12,8237
2011-01,8577
2011-02,5971
2011-03,7354
2011-04,6044
2011-05,12960
2011-06,8087
2011-07,5800
2011-08,8559
2011-09,8939
2011-10,7053
2011-11,8132
2011-12,9388
2012-01,16929
2012-02,7043
2012-03,9637
2012-04,7802
2012-05,8423
2012-06,9725
2012-07,11289
2012-08,8209
2012-09,9074
2012-10,10017
2012-11,9682
2012-12,11792
2013-01,14880
2013-02,6955
2013-03,9605
2013-04,8233
2013-05,9218
2013-06,9808
2013-07,9327
2013-08,7504
2013-09,10804
2013-10,11791
2013-11,9391
2013-12,11937
2014-01,13655
2014-02,6510
2014-03,9045
2014-04,8915
2014-05,7689
2014-06,9636
2014-07,9695
2014-08,8686
2014-09,9951
2014-10,10426
2014-11,9311
2014-12,11175
2015-01,14212
2015-02,6694
2015-03,9855
2015-04,8359
2015-05,7541
2015-06,9986
2015-07,9639
2015-08,8508
2015-09,9845
2015-10,10752
2015-11,9361
2015-12,12488
2016-01,13463
2016-02,8431
2016-03,9430
2016-04,13751
2016-05,9584
2016-06,10724
2016-07,9665
2016-08,8837
2016-09,11058
2016-10,10727
2016-11,10717
2016-12,13762
2017-01,10284
2017-02,7902
2017-03,12177
2017-04,8978
2017-05,11234
2017-06,11959
2017-07,14718
2017-08,13189
2017-09,18549
2017-10,13644
2017-11,13310
2017-12,16551
2018-01,12001
2018-02,9969
2018-03,12616
2018-04,13051
2018-05,12088
2018-06,12363
2018-07,12367
2018-08,14111
2018-09,13326
2018-10,15107
2018-11,11163
2018-12,16952
2019-01,13473
2019-02,8955
2019-03,14204
2019-04,12177
2019-05,14179
2019-06,15641
2019-07,14300
2019-08,15642
2019-09,16249
2019-10,13878
2019-11,15713
2019-12,21522
2020-01,16523
2020-02,12358
2020-03,15412
2020-04,13304
2020-05,11510
2020-06,15831
2020-07,16256
2020-08,17485
2020-09,15703
2020-10,14924
2020-11,15834
2020-12,30470
2021-01,15166
2021-02,12846
2021-03,18198
2021-04,15562
2021-05,13415
2021-06,18470
2021-07,14987
2021-08,17377
2021-09,17658
2021-10,16049
2021-11,18307
2021-12,25504
2022-01,17151
2022-02,13790
2022-03,17063
2022-04,15983
2022-05,17339
2022-06,22842
2022-07,16232
2022-08,24098
2022-09,18532
2022-10,18825
2022-11,18820
2022-12,29643
2023-01,17119
2023-02,15998
2023-03,23786
2023-04,18963
2023-05,20760
2023-06,26613
2023-07,20298
2023-08,23125
2023-09,24409
2023-10,23833
2023-11,24005
2023-12,32111
2024-01,22926
2024-02,21129
2024-03,22337
2024-04,21660
2024-05,25457
2024-06,24740
2024-07,25035
2024-08,26977
2024-09,30462
2024-10,25541
2024-11,22474
2024-12,31282
2025-01,21359
2025-02,17203
2025-03,7637
