Date,Estrategias de Crecimiento
1950-01,65
1950-02,28
1950-03,40
1950-04,60
1950-05,34
1950-06,46
1950-07,70
1950-08,39
1950-09,54
1950-10,51
1950-11,43
1950-12,54
1951-01,74
1951-02,39
1951-03,61
1951-04,62
1951-05,50
1951-06,47
1951-07,61
1951-08,42
1951-09,52
1951-10,64
1951-11,48
1951-12,67
1952-01,90
1952-02,63
1952-03,56
1952-04,52
1952-05,53
1952-06,53
1952-07,59
1952-08,46
1952-09,66
1952-10,57
1952-11,59
1952-12,85
1953-01,100
1953-02,38
1953-03,68
1953-04,74
1953-05,70
1953-06,65
1953-07,87
1953-08,53
1953-09,62
1953-10,73
1953-11,71
1953-12,85
1954-01,102
1954-02,56
1954-03,89
1954-04,68
1954-05,62
1954-06,51
1954-07,76
1954-08,40
1954-09,72
1954-10,75
1954-11,64
1954-12,121
1955-01,94
1955-02,57
1955-03,64
1955-04,56
1955-05,62
1955-06,52
1955-07,75
1955-08,61
1955-09,65
1955-10,69
1955-11,58
1955-12,136
1956-01,103
1956-02,60
1956-03,61
1956-04,61
1956-05,76
1956-06,77
1956-07,71
1956-08,51
1956-09,87
1956-10,80
1956-11,59
1956-12,123
1957-01,112
1957-02,57
1957-03,85
1957-04,71
1957-05,70
1957-06,70
1957-07,68
1957-08,52
1957-09,85
1957-10,98
1957-11,65
1957-12,101
1958-01,108
1958-02,64
1958-03,110
1958-04,94
1958-05,61
1958-06,77
1958-07,92
1958-08,68
1958-09,96
1958-10,86
1958-11,100
1958-12,103
1959-01,154
1959-02,67
1959-03,95
1959-04,110
1959-05,83
1959-06,91
1959-07,100
1959-08,74
1959-09,122
1959-10,92
1959-11,94
1959-12,218
1960-01,146
1960-02,81
1960-03,108
1960-04,104
1960-05,102
1960-06,100
1960-07,97
1960-08,88
1960-09,87
1960-10,97
1960-11,94
1960-12,203
1961-01,161
1961-02,89
1961-03,126
1961-04,104
1961-05,109
1961-06,100
1961-07,122
1961-08,87
1961-09,114
1961-10,114
1961-11,102
1961-12,184
1962-01,175
1962-02,107
1962-03,159
1962-04,125
1962-05,138
1962-06,118
1962-07,139
1962-08,71
1962-09,126
1962-10,116
1962-11,119
1962-12,215
1963-01,233
1963-02,105
1963-03,154
1963-04,124
1963-05,124
1963-06,130
1963-07,103
1963-08,93
1963-09,170
1963-10,128
1963-11,116
1963-12,294
1964-01,248
1964-02,121
1964-03,134
1964-04,140
1964-05,141
1964-06,141
1964-07,112
1964-08,105
1964-09,169
1964-10,120
1964-11,114
1964-12,286
1965-01,249
1965-02,158
1965-03,174
1965-04,154
1965-05,173
1965-06,142
1965-07,166
1965-08,113
1965-09,163
1965-10,176
1965-11,152
1965-12,244
1966-01,220
1966-02,128
1966-03,182
1966-04,166
1966-05,176
1966-06,159
1966-07,155
1966-08,123
1966-09,174
1966-10,176
1966-11,170
1966-12,294
1967-01,294
1967-02,125
1967-03,186
1967-04,166
1967-05,157
1967-06,179
1967-07,205
1967-08,161
1967-09,201
1967-10,199
1967-11,155
1967-12,392
1968-01,544
1968-02,195
1968-03,235
1968-04,207
1968-05,159
1968-06,223
1968-07,209
1968-08,186
1968-09,257
1968-10,198
1968-11,170
1968-12,309
1969-01,322
1969-02,223
1969-03,244
1969-04,220
1969-05,214
1969-06,262
1969-07,231
1969-08,206
1969-09,249
1969-10,209
1969-11,226
1969-12,436
1970-01,1120
1970-02,213
1970-03,272
1970-04,233
1970-05,212
1970-06,212
1970-07,245
1970-08,180
1970-09,286
1970-10,267
1970-11,227
1970-12,401
1971-01,457
1971-02,244
1971-03,270
1971-04,264
1971-05,279
1971-06,257
1971-07,249
1971-08,241
1971-09,279
1971-10,283
1971-11,256
1971-12,531
1972-01,514
1972-02,256
1972-03,321
1972-04,320
1972-05,376
1972-06,295
1972-07,285
1972-08,258
1972-09,322
1972-10,285
1972-11,244
1972-12,451
1973-01,534
1973-02,271
1973-03,346
1973-04,292
1973-05,221
1973-06,291
1973-07,304
1973-08,248
1973-09,376
1973-10,318
1973-11,276
1973-12,433
1974-01,549
1974-02,295
1974-03,371
1974-04,352
1974-05,251
1974-06,359
1974-07,332
1974-08,284
1974-09,333
1974-10,485
1974-11,295
1974-12,572
1975-01,565
1975-02,248
1975-03,394
1975-04,358
1975-05,317
1975-06,346
1975-07,343
1975-08,371
1975-09,316
1975-10,367
1975-11,267
1975-12,573
1976-01,689
1976-02,304
1976-03,415
1976-04,372
1976-05,298
1976-06,400
1976-07,340
1976-08,322
1976-09,342
1976-10,425
1976-11,305
1976-12,506
1977-01,743
1977-02,284
1977-03,427
1977-04,399
1977-05,325
1977-06,381
1977-07,354
1977-08,315
1977-09,409
1977-10,335
1977-11,328
1977-12,637
1978-01,803
1978-02,305
1978-03,436
1978-04,425
1978-05,322
1978-06,451
1978-07,351
1978-08,333
1978-09,354
1978-10,389
1978-11,374
1978-12,556
1979-01,844
1979-02,354
1979-03,452
1979-04,364
1979-05,325
1979-06,394
1979-07,379
1979-08,356
1979-09,478
1979-10,440
1979-11,336
1979-12,482
1980-01,959
1980-02,350
1980-03,488
1980-04,470
1980-05,348
1980-06,492
1980-07,456
1980-08,399
1980-09,446
1980-10,452
1980-11,408
1980-12,553
1981-01,1046
1981-02,417
1981-03,516
1981-04,633
1981-05,357
1981-06,491
1981-07,432
1981-08,358
1981-09,500
1981-10,510
1981-11,378
1981-12,714
1982-01,977
1982-02,419
1982-03,482
1982-04,502
1982-05,373
1982-06,568
1982-07,446
1982-08,393
1982-09,556
1982-10,458
1982-11,411
1982-12,650
1983-01,1262
1983-02,443
1983-03,536
1983-04,571
1983-05,397
1983-06,538
1983-07,543
1983-08,478
1983-09,525
1983-10,503
1983-11,455
1983-12,883
1984-01,1251
1984-02,469
1984-03,559
1984-04,592
1984-05,455
1984-06,647
1984-07,550
1984-08,509
1984-09,652
1984-10,495
1984-11,550
1984-12,771
1985-01,1518
1985-02,483
1985-03,633
1985-04,616
1985-05,527
1985-06,631
1985-07,615
1985-08,488
1985-09,642
1985-10,621
1985-11,493
1985-12,757
1986-01,1414
1986-02,575
1986-03,628
1986-04,661
1986-05,563
1986-06,671
1986-07,686
1986-08,586
1986-09,719
1986-10,694
1986-11,587
1986-12,1134
1987-01,1551
1987-02,649
1987-03,850
1987-04,792
1987-05,581
1987-06,705
1987-07,685
1987-08,560
1987-09,727
1987-10,654
1987-11,609
1987-12,875
1988-01,1858
1988-02,631
1988-03,812
1988-04,765
1988-05,629
1988-06,815
1988-07,698
1988-08,712
1988-09,769
1988-10,783
1988-11,566
1988-12,1006
1989-01,1973
1989-02,778
1989-03,898
1989-04,807
1989-05,735
1989-06,909
1989-07,843
1989-08,687
1989-09,982
1989-10,768
1989-11,802
1989-12,1008
1990-01,2232
1990-02,736
1990-03,957
1990-04,1072
1990-05,811
1990-06,981
1990-07,842
1990-08,693
1990-09,1152
1990-10,927
1990-11,677
1990-12,1185
1991-01,2565
1991-02,871
1991-03,1059
1991-04,948
1991-05,1018
1991-06,975
1991-07,941
1991-08,737
1991-09,940
1991-10,873
1991-11,768
1991-12,1488
1992-01,2068
1992-02,1014
1992-03,1078
1992-04,1112
1992-05,995
1992-06,1172
1992-07,1047
1992-08,886
1992-09,1111
1992-10,1064
1992-11,998
1992-12,1257
1993-01,2207
1993-02,1176
1993-03,1376
1993-04,1161
1993-05,1235
1993-06,1161
1993-07,1013
1993-08,1004
1993-09,1138
1993-10,1162
1993-11,781
1993-12,1193
1994-01,2204
1994-02,957
1994-03,1284
1994-04,1257
1994-05,1077
1994-06,1218
1994-07,1070
1994-08,923
1994-09,1224
1994-10,1120
1994-11,943
1994-12,1527
1995-01,2250
1995-02,1027
1995-03,1186
1995-04,1337
1995-05,1420
1995-06,1300
1995-07,1245
1995-08,934
1995-09,1258
1995-10,1246
1995-11,996
1995-12,1545
1996-01,2091
1996-02,1262
1996-03,1423
1996-04,1392
1996-05,1075
1996-06,1394
1996-07,1342
1996-08,1131
1996-09,1540
1996-10,1265
1996-11,1091
1996-12,1616
1997-01,2058
1997-02,1089
1997-03,1323
1997-04,1509
1997-05,1343
1997-06,1467
1997-07,1277
1997-08,1193
1997-09,1311
1997-10,1190
1997-11,1015
1997-12,1587
1998-01,1929
1998-02,1834
1998-03,1431
1998-04,1503
1998-05,1123
1998-06,1652
1998-07,1255
1998-08,1277
1998-09,1488
1998-10,1108
1998-11,1059
1998-12,1615
1999-01,2000
1999-02,1144
1999-03,1629
1999-04,1483
1999-05,1435
1999-06,1455
1999-07,1176
1999-08,1038
1999-09,1540
1999-10,1132
1999-11,1182
1999-12,1494
2000-01,2495
2000-02,1169
2000-03,1549
2000-04,1681
2000-05,1304
2000-06,1907
2000-07,1300
2000-08,1161
2000-09,1496
2000-10,1335
2000-11,1170
2000-12,1691
2001-01,2290
2001-02,1098
2001-03,1518
2001-04,1513
2001-05,1311
2001-06,1642
2001-07,1580
2001-08,1170
2001-09,1594
2001-10,1659
2001-11,1217
2001-12,1984
2002-01,2613
2002-02,1231
2002-03,1601
2002-04,1850
2002-05,1388
2002-06,1503
2002-07,1330
2002-08,1330
2002-09,1825
2002-10,1404
2002-11,1271
2002-12,1810
2003-01,2384
2003-02,1451
2003-03,1750
2003-04,1684
2003-05,1318
2003-06,1808
2003-07,1326
2003-08,1403
2003-09,2097
2003-10,1445
2003-11,1297
2003-12,1961
2004-01,2589
2004-02,1570
2004-03,2138
2004-04,1686
2004-05,1755
2004-06,2087
2004-07,1863
2004-08,1748
2004-09,1940
2004-10,1887
2004-11,1513
2004-12,2238
2005-01,2744
2005-02,1851
2005-03,1823
2005-04,1804
2005-05,1826
2005-06,2184
2005-07,1706
2005-08,1783
2005-09,1795
2005-10,1844
2005-11,1796
2005-12,2152
2006-01,2961
2006-02,1613
2006-03,2236
2006-04,1946
2006-05,1800
2006-06,2227
2006-07,2132
2006-08,1883
2006-09,2287
2006-10,2333
2006-11,2105
2006-12,2301
2007-01,3087
2007-02,1764
2007-03,2409
2007-04,2303
2007-05,2159
2007-06,2568
2007-07,2149
2007-08,2141
2007-09,2551
2007-10,2827
2007-11,2183
2007-12,2812
2008-01,2890
2008-02,1883
2008-03,2460
2008-04,2524
2008-05,2286
2008-06,2465
2008-07,2332
2008-08,2072
2008-09,3040
2008-10,2596
2008-11,2288
2008-12,3094
2009-01,3475
2009-02,2591
2009-03,2455
2009-04,2660
2009-05,2520
2009-06,2876
2009-07,2447
2009-08,2331
2009-09,3037
2009-10,2576
2009-11,2372
2009-12,3031
2010-01,3611
2010-02,2148
2010-03,2694
2010-04,2848
2010-05,3058
2010-06,2963
2010-07,2693
2010-08,2793
2010-09,2996
2010-10,3188
2010-11,2981
2010-12,3232
2011-01,3784
2011-02,2575
2011-03,3293
2011-04,2972
2011-05,4420
2011-06,3319
2011-07,2787
2011-08,3122
2011-09,3515
2011-10,3528
2011-11,3152
2011-12,3670
2012-01,6383
2012-02,2762
2012-03,3441
2012-04,3219
2012-05,3679
2012-06,3822
2012-07,3335
2012-08,3178
2012-09,3561
2012-10,3728
2012-11,3486
2012-12,4228
2013-01,4372
2013-02,2744
2013-03,3425
2013-04,3718
2013-05,3570
2013-06,3557
2013-07,3467
2013-08,3250
2013-09,4154
2013-10,3980
2013-11,3580
2013-12,4218
2014-01,4441
2014-02,2844
2014-03,3540
2014-04,3553
2014-05,3408
2014-06,3982
2014-07,3540
2014-08,3444
2014-09,4339
2014-10,4295
2014-11,3389
2014-12,4390
2015-01,4345
2015-02,2778
2015-03,3599
2015-04,3417
2015-05,3263
2015-06,4166
2015-07,3342
2015-08,3334
2015-09,3796
2015-10,4024
2015-11,3458
2015-12,4843
2016-01,4337
2016-02,3151
2016-03,3821
2016-04,4472
2016-05,3815
2016-06,4399
2016-07,3781
2016-08,3502
2016-09,4402
2016-10,4286
2016-11,3924
2016-12,5596
2017-01,4329
2017-02,3172
2017-03,4516
2017-04,3800
2017-05,4302
2017-06,5029
2017-07,5144
2017-08,4219
2017-09,5895
2017-10,5157
2017-11,5022
2017-12,5996
2018-01,4728
2018-02,3752
2018-03,4668
2018-04,4788
2018-05,4762
2018-06,5203
2018-07,4921
2018-08,4816
2018-09,5252
2018-10,5750
2018-11,4601
2018-12,6943
2019-01,4934
2019-02,3886
2019-03,5621
2019-04,5280
2019-05,5405
2019-06,6110
2019-07,5818
2019-08,5452
2019-09,6255
2019-10,5827
2019-11,6045
2019-12,7894
2020-01,5834
2020-02,5250
2020-03,6091
2020-04,5357
2020-05,5158
2020-06,6956
2020-07,6306
2020-08,6223
2020-09,6676
2020-10,6866
2020-11,7184
2020-12,9932
2021-01,7026
2021-02,5281
2021-03,7346
2021-04,6458
2021-05,6404
2021-06,7592
2021-07,6620
2021-08,6413
2021-09,7159
2021-10,7059
2021-11,7038
2021-12,9514
2022-01,6751
2022-02,5919
2022-03,7279
2022-04,6749
2022-05,6798
2022-06,8941
2022-07,6789
2022-08,7655
2022-09,7968
2022-10,7662
2022-11,7791
2022-12,11200
2023-01,7189
2023-02,6331
2023-03,14725
2023-04,9959
2023-05,8191
2023-06,9878
2023-07,8017
2023-08,8681
2023-09,9353
2023-10,9348
2023-11,9382
2023-12,12345
2024-01,9332
2024-02,7594
2024-03,8967
2024-04,8877
2024-05,9679
2024-06,10362
2024-07,9515
2024-08,10119
2024-09,10155
2024-10,9973
2024-11,9476
2024-12,12254
2025-01,8626
2025-02,6903
2025-03,1366
