Date,Gestión del Cambio
1950-01,62
1950-02,21
1950-03,17
1950-04,57
1950-05,19
1950-06,18
1950-07,57
1950-08,15
1950-09,25
1950-10,63
1950-11,16
1950-12,38
1951-01,76
1951-02,14
1951-03,30
1951-04,51
1951-05,28
1951-06,15
1951-07,50
1951-08,9
1951-09,28
1951-10,43
1951-11,33
1951-12,52
1952-01,77
1952-02,16
1952-03,46
1952-04,61
1952-05,30
1952-06,29
1952-07,81
1952-08,19
1952-09,41
1952-10,54
1952-11,34
1952-12,50
1953-01,118
1953-02,26
1953-03,35
1953-04,52
1953-05,48
1953-06,26
1953-07,67
1953-08,22
1953-09,31
1953-10,63
1953-11,31
1953-12,93
1954-01,99
1954-02,37
1954-03,41
1954-04,62
1954-05,38
1954-06,26
1954-07,62
1954-08,37
1954-09,42
1954-10,71
1954-11,45
1954-12,81
1955-01,108
1955-02,31
1955-03,56
1955-04,91
1955-05,47
1955-06,33
1955-07,74
1955-08,34
1955-09,53
1955-10,73
1955-11,32
1955-12,117
1956-01,135
1956-02,17
1956-03,51
1956-04,80
1956-05,42
1956-06,27
1956-07,83
1956-08,24
1956-09,42
1956-10,80
1956-11,56
1956-12,58
1957-01,111
1957-02,49
1957-03,49
1957-04,86
1957-05,46
1957-06,52
1957-07,98
1957-08,41
1957-09,56
1957-10,74
1957-11,59
1957-12,81
1958-01,124
1958-02,39
1958-03,74
1958-04,102
1958-05,45
1958-06,40
1958-07,103
1958-08,41
1958-09,64
1958-10,116
1958-11,42
1958-12,75
1959-01,140
1959-02,29
1959-03,68
1959-04,127
1959-05,48
1959-06,39
1959-07,120
1959-08,41
1959-09,72
1959-10,104
1959-11,72
1959-12,114
1960-01,203
1960-02,23
1960-03,80
1960-04,104
1960-05,48
1960-06,45
1960-07,140
1960-08,40
1960-09,70
1960-10,126
1960-11,47
1960-12,171
1961-01,194
1961-02,65
1961-03,77
1961-04,136
1961-05,48
1961-06,51
1961-07,134
1961-08,87
1961-09,105
1961-10,128
1961-11,68
1961-12,152
1962-01,178
1962-02,47
1962-03,101
1962-04,144
1962-05,58
1962-06,72
1962-07,164
1962-08,79
1962-09,99
1962-10,146
1962-11,86
1962-12,152
1963-01,200
1963-02,59
1963-03,145
1963-04,141
1963-05,99
1963-06,84
1963-07,179
1963-08,58
1963-09,106
1963-10,162
1963-11,96
1963-12,202
1964-01,208
1964-02,79
1964-03,133
1964-04,153
1964-05,109
1964-06,120
1964-07,171
1964-08,55
1964-09,130
1964-10,167
1964-11,126
1964-12,227
1965-01,231
1965-02,101
1965-03,164
1965-04,206
1965-05,136
1965-06,138
1965-07,206
1965-08,84
1965-09,162
1965-10,215
1965-11,121
1965-12,216
1966-01,272
1966-02,116
1966-03,156
1966-04,171
1966-05,144
1966-06,137
1966-07,198
1966-08,91
1966-09,157
1966-10,206
1966-11,141
1966-12,313
1967-01,258
1967-02,149
1967-03,191
1967-04,218
1967-05,149
1967-06,179
1967-07,204
1967-08,109
1967-09,185
1967-10,189
1967-11,136
1967-12,275
1968-01,239
1968-02,141
1968-03,191
1968-04,224
1968-05,196
1968-06,159
1968-07,230
1968-08,111
1968-09,198
1968-10,239
1968-11,133
1968-12,387
1969-01,326
1969-02,125
1969-03,181
1969-04,195
1969-05,178
1969-06,136
1969-07,230
1969-08,111
1969-09,210
1969-10,252
1969-11,170
1969-12,460
1970-01,660
1970-02,141
1970-03,223
1970-04,240
1970-05,201
1970-06,176
1970-07,263
1970-08,149
1970-09,248
1970-10,272
1970-11,205
1970-12,405
1971-01,452
1971-02,183
1971-03,283
1971-04,275
1971-05,258
1971-06,242
1971-07,273
1971-08,192
1971-09,304
1971-10,292
1971-11,197
1971-12,428
1972-01,429
1972-02,243
1972-03,303
1972-04,335
1972-05,229
1972-06,259
1972-07,358
1972-08,204
1972-09,305
1972-10,367
1972-11,211
1972-12,517
1973-01,521
1973-02,226
1973-03,340
1973-04,337
1973-05,252
1973-06,250
1973-07,316
1973-08,219
1973-09,304
1973-10,353
1973-11,206
1973-12,392
1974-01,476
1974-02,241
1974-03,382
1974-04,327
1974-05,293
1974-06,312
1974-07,334
1974-08,211
1974-09,370
1974-10,392
1974-11,263
1974-12,543
1975-01,535
1975-02,242
1975-03,376
1975-04,396
1975-05,243
1975-06,381
1975-07,363
1975-08,255
1975-09,379
1975-10,374
1975-11,250
1975-12,605
1976-01,753
1976-02,238
1976-03,401
1976-04,438
1976-05,265
1976-06,358
1976-07,433
1976-08,248
1976-09,358
1976-10,431
1976-11,262
1976-12,601
1977-01,767
1977-02,226
1977-03,420
1977-04,427
1977-05,294
1977-06,365
1977-07,426
1977-08,253
1977-09,391
1977-10,428
1977-11,270
1977-12,545
1978-01,790
1978-02,250
1978-03,472
1978-04,467
1978-05,289
1978-06,367
1978-07,459
1978-08,311
1978-09,383
1978-10,506
1978-11,301
1978-12,544
1979-01,812
1979-02,287
1979-03,493
1979-04,437
1979-05,311
1979-06,440
1979-07,434
1979-08,252
1979-09,454
1979-10,449
1979-11,291
1979-12,617
1980-01,984
1980-02,287
1980-03,535
1980-04,491
1980-05,325
1980-06,457
1980-07,462
1980-08,276
1980-09,500
1980-10,531
1980-11,283
1980-12,627
1981-01,1010
1981-02,275
1981-03,584
1981-04,469
1981-05,290
1981-06,508
1981-07,534
1981-08,291
1981-09,516
1981-10,504
1981-11,296
1981-12,681
1982-01,1069
1982-02,277
1982-03,591
1982-04,517
1982-05,372
1982-06,546
1982-07,516
1982-08,242
1982-09,573
1982-10,483
1982-11,338
1982-12,704
1983-01,1126
1983-02,312
1983-03,708
1983-04,506
1983-05,387
1983-06,531
1983-07,539
1983-08,293
1983-09,620
1983-10,436
1983-11,379
1983-12,672
1984-01,1357
1984-02,394
1984-03,629
1984-04,548
1984-05,434
1984-06,610
1984-07,613
1984-08,341
1984-09,629
1984-10,531
1984-11,398
1984-12,722
1985-01,1493
1985-02,440
1985-03,672
1985-04,550
1985-05,418
1985-06,589
1985-07,601
1985-08,389
1985-09,674
1985-10,500
1985-11,425
1985-12,811
1986-01,1641
1986-02,381
1986-03,714
1986-04,538
1986-05,519
1986-06,628
1986-07,596
1986-08,369
1986-09,699
1986-10,605
1986-11,470
1986-12,882
1987-01,1540
1987-02,415
1987-03,762
1987-04,700
1987-05,442
1987-06,721
1987-07,626
1987-08,392
1987-09,801
1987-10,488
1987-11,494
1987-12,871
1988-01,1836
1988-02,455
1988-03,869
1988-04,624
1988-05,502
1988-06,742
1988-07,592
1988-08,487
1988-09,769
1988-10,557
1988-11,512
1988-12,913
1989-01,1943
1989-02,540
1989-03,989
1989-04,681
1989-05,615
1989-06,761
1989-07,684
1989-08,597
1989-09,868
1989-10,718
1989-11,518
1989-12,1168
1990-01,2163
1990-02,668
1990-03,1060
1990-04,836
1990-05,661
1990-06,959
1990-07,778
1990-08,544
1990-09,1091
1990-10,747
