Date,Gestión del Cambio
1990-11,606
1990-12,1430
1991-01,2270
1991-02,580
1991-03,1052
1991-04,1068
1991-05,749
1991-06,965
1991-07,881
1991-08,548
1991-09,1059
1991-10,858
1991-11,621
1991-12,1288
1992-01,1911
1992-02,716
1992-03,1305
1992-04,880
1992-05,915
1992-06,1134
1992-07,974
1992-08,599
1992-09,1184
1992-10,912
1992-11,752
1992-12,1529
1993-01,2078
1993-02,696
1993-03,1157
1993-04,973
1993-05,915
1993-06,1071
1993-07,956
1993-08,784
1993-09,1274
1993-10,895
1993-11,717
1993-12,1640
1994-01,2544
1994-02,724
1994-03,1287
1994-04,928
1994-05,894
1994-06,1311
1994-07,891
1994-08,784
1994-09,1282
1994-10,996
1994-11,761
1994-12,1701
1995-01,2397
1995-02,851
1995-03,1421
1995-04,1001
1995-05,965
1995-06,1447
1995-07,1089
1995-08,841
1995-09,1469
1995-10,1069
1995-11,974
1995-12,1618
1996-01,2807
1996-02,903
1996-03,1562
1996-04,1111
1996-05,1033
1996-06,1510
1996-07,1239
1996-08,850
1996-09,1435
1996-10,1123
1996-11,1084
1996-12,1728
1997-01,2755
1997-02,974
1997-03,1514
1997-04,1168
1997-05,1093
1997-06,1598
1997-07,1252
1997-08,857
1997-09,1348
1997-10,1223
1997-11,1007
1997-12,1787
1998-01,2796
1998-02,1000
1998-03,1781
1998-04,1195
1998-05,1004
1998-06,1592
1998-07,1379
1998-08,1036
1998-09,1598
1998-10,1244
1998-11,1012
1998-12,1869
1999-01,2733
1999-02,1081
1999-03,1703
1999-04,1319
1999-05,1187
1999-06,1549
1999-07,1527
1999-08,1280
1999-09,1674
1999-10,1469
1999-11,1330
1999-12,2017
2000-01,3291
2000-02,1184
2000-03,1933
2000-04,1376
2000-05,1246
2000-06,1794
2000-07,1550
2000-08,1271
2000-09,1766
2000-10,1842
2000-11,1477
2000-12,2281
2001-01,3375
2001-02,1103
2001-03,2125
2001-04,1589
2001-05,1666
2001-06,1905
2001-07,1469
2001-08,1395
2001-09,1896
2001-10,1790
2001-11,1301
2001-12,2588
2002-01,3788
2002-02,1231
2002-03,2056
2002-04,1705
2002-05,1867
2002-06,1855
2002-07,1579
2002-08,1505
2002-09,2511
2002-10,1761
2002-11,1868
2002-12,2488
2003-01,3640
2003-02,1602
2003-03,2112
2003-04,1752
2003-05,1367
2003-06,2246
2003-07,1692
2003-08,1635
2003-09,3040
2003-10,1936
2003-11,1563
2003-12,3011
2004-01,3806
2004-02,1707
2004-03,2496
2004-04,2117
2004-05,1745
2004-06,2482
2004-07,2243
2004-08,2044
2004-09,2263
2004-10,2203
2004-11,1923
2004-12,2792
2005-01,4133
2005-02,1557
2005-03,2477
2005-04,2117
2005-05,1891
2005-06,2846
2005-07,2833
2005-08,2193
2005-09,2391
2005-10,2152
2005-11,2083
2005-12,2822
2006-01,4676
2006-02,1754
2006-03,2673
2006-04,2505
2006-05,2242
2006-06,2713
2006-07,2550
2006-08,2663
2006-09,2904
2006-10,2532
2006-11,2657
2006-12,3129
2007-01,4682
2007-02,2252
2007-03,3289
2007-04,2404
2007-05,3155
2007-06,3422
2007-07,2845
2007-08,2924
2007-09,2720
2007-10,3143
2007-11,2742
2007-12,4248
2008-01,4609
2008-02,2271
2008-03,3060
2008-04,2782
2008-05,2538
2008-06,3286
2008-07,3054
2008-08,2392
2008-09,3781
2008-10,3225
2008-11,3164
2008-12,4491
2009-01,4774
2009-02,4373
2009-03,3470
2009-04,3045
2009-05,2835
2009-06,3727
2009-07,3239
2009-08,3118
2009-09,4764
2009-10,3712
2009-11,3217
2009-12,4212
2010-01,5472
2010-02,2811
2010-03,4381
2010-04,3201
2010-05,3656
2010-06,4082
2010-07,4004
2010-08,4285
2010-09,3953
2010-10,3996
2010-11,4744
2010-12,4777
2011-01,6018
2011-02,3245
2011-03,4204
2011-04,3569
2011-05,5050
2011-06,4424
2011-07,3723
2011-08,4710
2011-09,5039
2011-10,4168
2011-11,4645
2011-12,5046
2012-01,8520
2012-02,3872
2012-03,5113
2012-04,4125
2012-05,4488
2012-06,5577
2012-07,4981
2012-08,4233
2012-09,5173
2012-10,5256
2012-11,5519
2012-12,6315
2013-01,7155
2013-02,3763
2013-03,5201
2013-04,4441
2013-05,4696
2013-06,5288
2013-07,4852
2013-08,3952
2013-09,5946
2013-10,6403
2013-11,5365
2013-12,6276
2014-01,6741
2014-02,3993
2014-03,5170
2014-04,4786
2014-05,4299
2014-06,5152
2014-07,4930
2014-08,4366
2014-09,5571
2014-10,5724
2014-11,5112
2014-12,6359
2015-01,8916
2015-02,3864
2015-03,5768
2015-04,4763
2015-05,4466
2015-06,5507
2015-07,5079
2015-08,4508
2015-09,5301
2015-10,6018
2015-11,4910
2015-12,6630
2016-01,6391
2016-02,5028
2016-03,5371
2016-04,7175
2016-05,4946
2016-06,6279
2016-07,5510
2016-08,5353
2016-09,6347
2016-10,5851
2016-11,5781
2016-12,7655
2017-01,5729
2017-02,4711
2017-03,6533
2017-04,5024
2017-05,6120
2017-06,6767
2017-07,7166
2017-08,6057
2017-09,8451
2017-10,7162
2017-11,7313
2017-12,8714
2018-01,6532
2018-02,5425
2018-03,6596
2018-04,6748
2018-05,6579
2018-06,6845
2018-07,6452
2018-08,6320
2018-09,7576
2018-10,7991
2018-11,6208
2018-12,8960
2019-01,6979
2019-02,5546
2019-03,7771
2019-04,6653
2019-05,7121
2019-06,8016
2019-07,7437
2019-08,7504
2019-09,8278
2019-10,7678
2019-11,8903
2019-12,11055
2020-01,7564
2020-02,6826
2020-03,8121
2020-04,7211
2020-05,6733
2020-06,8186
2020-07,8396
2020-08,7778
2020-09,8484
2020-10,8444
2020-11,8526
2020-12,14314
2021-01,8267
2021-02,7203
2021-03,9299
2021-04,8272
2021-05,7482
2021-06,9681
2021-07,8281
2021-08,8389
2021-09,9411
2021-10,8773
2021-11,9290
2021-12,13220
2022-01,9140
2022-02,7486
2022-03,9494
2022-04,8798
2022-05,8771
2022-06,11339
2022-07,8675
2022-08,11213
2022-09,10083
2022-10,9713
2022-11,9860
2022-12,14314
2023-01,8914
2023-02,8398
2023-03,11134
2023-04,9017
2023-05,10446
2023-06,11991
2023-07,9898
2023-08,10528
2023-09,11200
2023-10,11164
2023-11,11804
2023-12,15179
2024-01,11066
2024-02,10268
2024-03,10800
2024-04,11055
2024-05,12074
2024-06,11731
2024-07,11428
2024-08,11569
2024-09,12939
2024-10,12066
2024-11,11016
2024-12,14391
2025-01,10492
2025-02,8118
2025-03,1609
