Date,Gestión del Conocimiento
1950-01,59
1950-02,10
1950-03,5
1950-04,52
1950-05,13
1950-06,19
1950-07,51
1950-08,12
1950-09,20
1950-10,57
1950-11,13
1950-12,24
1951-01,69
1951-02,10
1951-03,24
1951-04,35
1951-05,21
1951-06,8
1951-07,51
1951-08,13
1951-09,23
1951-10,37
1951-11,24
1951-12,56
1952-01,74
1952-02,10
1952-03,30
1952-04,48
1952-05,29
1952-06,10
1952-07,79
1952-08,13
1952-09,32
1952-10,37
1952-11,27
1952-12,46
1953-01,101
1953-02,9
1953-03,25
1953-04,42
1953-05,52
1953-06,22
1953-07,59
1953-08,16
1953-09,22
1953-10,52
1953-11,27
1953-12,23
1954-01,61
1954-02,30
1954-03,29
1954-04,50
1954-05,34
1954-06,17
1954-07,58
1954-08,25
1954-09,31
1954-10,51
1954-11,44
1954-12,52
1955-01,87
1955-02,20
1955-03,38
1955-04,61
1955-05,36
1955-06,15
1955-07,58
1955-08,23
1955-09,34
1955-10,61
1955-11,24
1955-12,30
1956-01,74
1956-02,12
1956-03,35
1956-04,72
1956-05,30
1956-06,20
1956-07,71
1956-08,19
1956-09,41
1956-10,57
1956-11,44
1956-12,34
1957-01,86
1957-02,42
1957-03,34
1957-04,60
1957-05,42
1957-06,33
1957-07,63
1957-08,35
1957-09,42
1957-10,59
1957-11,40
1957-12,43
1958-01,90
1958-02,25
1958-03,58
1958-04,80
1958-05,35
1958-06,27
1958-07,82
1958-08,31
1958-09,50
1958-10,82
1958-11,33
1958-12,64
1959-01,106
1959-02,28
1959-03,46
1959-04,95
1959-05,34
1959-06,30
1959-07,100
1959-08,29
1959-09,55
1959-10,69
1959-11,46
1959-12,60
1960-01,138
1960-02,8
1960-03,59
1960-04,75
1960-05,32
1960-06,31
1960-07,100
1960-08,18
1960-09,57
1960-10,78
1960-11,31
1960-12,96
1961-01,111
1961-02,34
1961-03,56
1961-04,80
1961-05,37
1961-06,37
1961-07,100
1961-08,71
1961-09,88
1961-10,75
1961-11,51
1961-12,91
1962-01,105
1962-02,24
1962-03,63
1962-04,90
1962-05,43
1962-06,46
1962-07,126
1962-08,63
1962-09,77
1962-10,99
1962-11,65
1962-12,127
1963-01,142
1963-02,47
1963-03,103
1963-04,106
1963-05,70
1963-06,66
1963-07,138
1963-08,39
1963-09,79
1963-10,117
1963-11,80
1963-12,140
1964-01,133
1964-02,47
1964-03,91
1964-04,95
1964-05,83
1964-06,75
1964-07,128
1964-08,32
1964-09,104
1964-10,103
1964-11,91
1964-12,143
1965-01,154
1965-02,77
1965-03,122
1965-04,132
1965-05,104
1965-06,95
1965-07,160
1965-08,53
1965-09,110
1965-10,171
1965-11,88
1965-12,154
1966-01,162
1966-02,81
1966-03,104
1966-04,117
1966-05,124
1966-06,94
1966-07,153
1966-08,69
1966-09,105
1966-10,131
1966-11,97
1966-12,165
1967-01,154
1967-02,110
1967-03,150
1967-04,136
1967-05,109
1967-06,119
1967-07,138
1967-08,84
1967-09,131
1967-10,114
1967-11,100
1967-12,151
1968-01,141
1968-02,96
1968-03,140
1968-04,134
1968-05,133
1968-06,93
1968-07,161
1968-08,76
1968-09,130
1968-10,151
1968-11,97
1968-12,160
1969-01,181
1969-02,83
1969-03,118
1969-04,117
1969-05,95
1969-06,73
1969-07,147
1969-08,75
1969-09,127
1969-10,147
1969-11,96
1969-12,213
1970-01,443
1970-02,81
1970-03,132
1970-04,140
1970-05,117
1970-06,96
1970-07,151
1970-08,114
1970-09,146
1970-10,172
1970-11,121
1970-12,148
1971-01,218
1971-02,126
1971-03,175
1971-04,160
1971-05,141
1971-06,137
1971-07,168
