Date,Gestión del Conocimiento
1950-01,68
1950-02,13
1950-03,9
1950-04,58
1950-05,18
1950-06,24
1950-07,60
1950-08,17
1950-09,28
1950-10,65
1950-11,15
1950-12,32
1951-01,79
1951-02,15
1951-03,28
1951-04,43
1951-05,29
1951-06,16
1951-07,57
1951-08,15
1951-09,36
1951-10,46
1951-11,30
1951-12,66
1952-01,85
1952-02,17
1952-03,35
1952-04,52
1952-05,35
1952-06,16
1952-07,91
1952-08,19
1952-09,35
1952-10,43
1952-11,33
1952-12,61
1953-01,115
1953-02,16
1953-03,35
1953-04,53
1953-05,62
1953-06,27
1953-07,68
1953-08,26
1953-09,23
1953-10,62
1953-11,31
1953-12,31
1954-01,76
1954-02,41
1954-03,32
1954-04,60
1954-05,48
1954-06,30
1954-07,69
1954-08,31
1954-09,38
1954-10,64
1954-11,52
1954-12,61
1955-01,103
1955-02,30
1955-03,49
1955-04,68
1955-05,50
1955-06,25
1955-07,65
1955-08,29
1955-09,46
1955-10,70
1955-11,38
1955-12,43
1956-01,90
1956-02,22
1956-03,43
1956-04,82
1956-05,45
1956-06,29
1956-07,74
1956-08,27
1956-09,54
1956-10,71
1956-11,48
1956-12,57
1957-01,93
1957-02,52
1957-03,52
1957-04,75
1957-05,56
1957-06,47
1957-07,74
1957-08,50
1957-09,59
1957-10,69
1957-11,49
1957-12,59
1958-01,109
1958-02,37
1958-03,63
1958-04,92
1958-05,42
1958-06,41
1958-07,93
1958-08,42
1958-09,61
1958-10,99
1958-11,39
1958-12,77
1959-01,125
1959-02,35
1959-03,52
1959-04,108
1959-05,48
1959-06,37
1959-07,111
1959-08,39
1959-09,70
1959-10,77
1959-11,54
1959-12,77
1960-01,147
1960-02,17
1960-03,70
1960-04,87
1960-05,39
1960-06,40
1960-07,122
1960-08,31
1960-09,68
1960-10,88
1960-11,34
1960-12,123
1961-01,136
1961-02,43
1961-03,61
1961-04,92
1961-05,49
1961-06,48
1961-07,112
1961-08,81
1961-09,107
1961-10,82
1961-11,58
1961-12,110
1962-01,119
1962-02,32
1962-03,84
1962-04,102
1962-05,50
1962-06,60
1962-07,143
1962-08,68
1962-09,91
1962-10,117
1962-11,70
1962-12,144
1963-01,163
1963-02,59
1963-03,124
1963-04,116
1963-05,85
1963-06,77
1963-07,147
1963-08,44
1963-09,94
1963-10,127
1963-11,98
1963-12,160
1964-01,162
1964-02,56
1964-03,109
1964-04,105
1964-05,97
1964-06,86
1964-07,138
1964-08,41
1964-09,118
1964-10,114
1964-11,101
1964-12,169
1965-01,174
1965-02,87
1965-03,139
1965-04,141
1965-05,118
1965-06,110
1965-07,177
1965-08,60
1965-09,127
1965-10,181
1965-11,106
1965-12,186
1966-01,188
1966-02,97
1966-03,118
1966-04,123
1966-05,144
1966-06,109
1966-07,171
1966-08,74
1966-09,118
1966-10,141
1966-11,109
1966-12,194
1967-01,179
1967-02,122
1967-03,176
1967-04,152
1967-05,122
1967-06,149
1967-07,159
1967-08,95
1967-09,149
1967-10,139
1967-11,112
1967-12,184
1968-01,163
1968-02,116
1968-03,148
1968-04,155
1968-05,153
1968-06,107
1968-07,178
1968-08,86
1968-09,151
1968-10,173
1968-11,112
1968-12,182
1969-01,208
1969-02,103
1969-03,139
1969-04,142
1969-05,111
1969-06,90
1969-07,162
1969-08,96
1969-09,141
1969-10,165
1969-11,117
1969-12,249
1970-01,534
1970-02,99
1970-03,143
1970-04,152
1970-05,134
1970-06,126
1970-07,177
1970-08,135
1970-09,158
1970-10,198
1970-11,139
1970-12,173
1971-01,238
1971-02,147
1971-03,199
1971-04,174
1971-05,160
1971-06,160
1971-07,192
1971-08,150
1971-09,197
1971-10,199
1971-11,132
1971-12,224
1972-01,247
1972-02,138
1972-03,184
1972-04,239
1972-05,161
1972-06,164
1972-07,257
1972-08,185
1972-09,193
1972-10,253
1972-11,144
1972-12,220
1973-01,297
1973-02,201
1973-03,236
1973-04,183
1973-05,192
1973-06,191
1973-07,218
1973-08,204
1973-09,223
1973-10,233
1973-11,161
1973-12,225
1974-01,286
1974-02,177
1974-03,279
1974-04,196
1974-05,256
1974-06,255
1974-07,207
1974-08,228
1974-09,300
1974-10,254
1974-11,210
1974-12,277
1975-01,334
1975-02,175
1975-03,297
1975-04,284
1975-05,205
1975-06,280
1975-07,248
1975-08,251
1975-09,283
1975-10,236
1975-11,182
1975-12,314
1976-01,482
1976-02,168
1976-03,284
1976-04,306
1976-05,216
1976-06,267
1976-07,305
1976-08,237
1976-09,281
1976-10,329
1976-11,190
1976-12,314
1977-01,571
1977-02,196
1977-03,328
1977-04,327
1977-05,232
1977-06,284
1977-07,322
1977-08,222
1977-09,289
1977-10,302
1977-11,208
1977-12,361
1978-01,612
1978-02,201
1978-03,344
1978-04,326
1978-05,240
1978-06,260
1978-07,421
1978-08,224
1978-09,274
1978-10,348
1978-11,246
1978-12,375
1979-01,622
1979-02,220
1979-03,420
1979-04,330
1979-05,247
1979-06,444
1979-07,331
1979-08,213
1979-09,340
1979-10,338
1979-11,252
1979-12,404
1980-01,735
1980-02,235
1980-03,450
1980-04,378
1980-05,263
1980-06,390
1980-07,372
1980-08,228
1980-09,392
1980-10,389
1980-11,270
1980-12,435
1981-01,811
1981-02,254
1981-03,493
1981-04,353
1981-05,269
1981-06,395
1981-07,454
1981-08,274
1981-09,443
1981-10,374
1981-11,251
1981-12,471
1982-01,895
1982-02,268
1982-03,493
1982-04,423
1982-05,289
1982-06,482
1982-07,419
1982-08,239
1982-09,476
1982-10,372
1982-11,309
1982-12,492
1983-01,969
1983-02,296
1983-03,570
1983-04,407
1983-05,327
1983-06,474
1983-07,466
1983-08,288
1983-09,525
1983-10,371
1983-11,349
1983-12,450
1984-01,1224
1984-02,365
1984-03,560
1984-04,446
1984-05,347
1984-06,505
1984-07,496
1984-08,348
1984-09,528
1984-10,423
1984-11,366
1984-12,544
1985-01,1343
1985-02,378
1985-03,605
1985-04,485
1985-05,393
1985-06,486
1985-07,525
1985-08,308
1985-09,583
1985-10,376
1985-11,352
1985-12,633
1986-01,1514
1986-02,334
1986-03,649
1986-04,443
1986-05,466
1986-06,529
1986-07,505
1986-08,318
1986-09,661
1986-10,489
1986-11,436
1986-12,654
1987-01,1418
1987-02,384
1987-03,730
1987-04,600
1987-05,417
1987-06,668
1987-07,509
1987-08,391
1987-09,802
1987-10,428
1987-11,429
1987-12,778
1988-01,1646
1988-02,432
1988-03,819
1988-04,529
1988-05,451
1988-06,697
1988-07,546
1988-08,438
1988-09,747
1988-10,466
1988-11,478
1988-12,882
1989-01,1822
1989-02,528
1989-03,960
1989-04,565
1989-05,556
1989-06,691
1989-07,642
1989-08,539
1989-09,894
1989-10,566
1989-11,420
1989-12,906
1990-01,1968
1990-02,563
1990-03,1096
1990-04,710
1990-05,618
1990-06,902
1990-07,673
1990-08,522
1990-09,1015
1990-10,591
1990-11,502
1990-12,992
1991-01,2054
1991-02,539
1991-03,965
1991-04,935
1991-05,672
1991-06,840
1991-07,673
1991-08,486
1991-09,943
1991-10,688
1991-11,523
1991-12,976
1992-01,1699
1992-02,618
1992-03,1164
1992-04,843
1992-05,785
1992-06,986
1992-07,820
1992-08,576
1992-09,1101
1992-10,746
1992-11,635
1992-12,1208
1993-01,1854
1993-02,650
1993-03,1035
1993-04,892
1993-05,844
1993-06,949
1993-07,800
1993-08,724
1993-09,1172
1993-10,695
1993-11,642
1993-12,1336
1994-01,2275
1994-02,688
1994-03,1173
1994-04,788
1994-05,831
1994-06,1175
1994-07,769
1994-08,751
1994-09,1137
1994-10,867
1994-11,671
1994-12,1409
1995-01,2290
1995-02,806
1995-03,1231
1995-04,837
1995-05,833
1995-06,1296
1995-07,876
1995-08,710
1995-09,1324
1995-10,941
1995-11,899
1995-12,1346
1996-01,2440
1996-02,808
1996-03,1382
1996-04,953
1996-05,965
1996-06,1341
1996-07,1047
1996-08,770
1996-09,1276
1996-10,1013
1996-11,963
1996-12,1431
1997-01,2602
1997-02,945
1997-03,1323
1997-04,1052
1997-05,969
1997-06,1473
1997-07,1067
1997-08,743
1997-09,1252
1997-10,1078
1997-11,912
1997-12,1547
1998-01,2659
1998-02,877
1998-03,1595
1998-04,1074
1998-05,890
1998-06,1428
1998-07,1228
1998-08,966
1998-09,1415
1998-10,1007
1998-11,1004
1998-12,1627
1999-01,2629
1999-02,1036
1999-03,1589
1999-04,1235
1999-05,1013
1999-06,1465
1999-07,1258
1999-08,1193
1999-09,1553
1999-10,1278
1999-11,1258
1999-12,1762
2000-01,3032
2000-02,1144
2000-03,1837
2000-04,1393
2000-05,1141
2000-06,1568
2000-07,1403
2000-08,1290
2000-09,1551
2000-10,1768
2000-11,1346
2000-12,1908
2001-01,2963
2001-02,945
2001-03,2068
2001-04,1371
2001-05,1621
2001-06,1773
2001-07,1350
2001-08,1348
2001-09,1688
2001-10,1895
2001-11,1117
2001-12,2580
2002-01,3610
2002-02,1140
2002-03,1953
2002-04,1613
2002-05,1829
2002-06,1771
2002-07,1512
2002-08,1468
2002-09,2306
2002-10,1669
2002-11,1675
2002-12,2341
2003-01,3424
2003-02,1440
2003-03,1940
2003-04,1571
2003-05,1204
2003-06,2024
2003-07,1634
2003-08,1622
2003-09,2789
2003-10,1844
2003-11,1541
2003-12,2715
2004-01,3687
2004-02,1558
2004-03,2406
2004-04,1853
2004-05,1526
2004-06,2358
2004-07,2003
2004-08,1858
2004-09,2021
2004-10,2010
2004-11,1736
2004-12,2550
2005-01,3703
2005-02,1424
2005-03,2170
2005-04,1913
2005-05,1690
2005-06,2746
2005-07,1991
2005-08,2112
2005-09,2309
2005-10,2232
2005-11,1913
2005-12,2495
2006-01,4536
2006-02,1510
2006-03,2419
2006-04,2444
2006-05,1830
2006-06,2626
2006-07,2514
2006-08,2456
2006-09,2716
2006-10,2538
2006-11,2434
2006-12,2785
2007-01,4389
2007-02,2122
2007-03,2887
2007-04,2282
2007-05,2889
2007-06,3335
2007-07,2606
2007-08,3091
2007-09,2492
2007-10,3237
2007-11,2657
2007-12,4116
2008-01,4375
2008-02,2012
2008-03,2702
2008-04,2875
2008-05,2352
2008-06,3195
2008-07,2707
2008-08,2287
2008-09,3875
2008-10,3654
2008-11,3134
2008-12,4762
2009-01,4352
2009-02,2632
2009-03,3171
2009-04,2823
2009-05,2525
2009-06,3629
2009-07,2882
2009-08,3238
2009-09,5141
2009-10,3610
2009-11,3454
2009-12,4174
2010-01,5097
2010-02,2530
2010-03,3766
2010-04,2861
2010-05,3224
2010-06,4005
2010-07,4032
2010-08,5024
2010-09,3477
2010-10,4591
2010-11,4533
2010-12,4279
2011-01,5625
2011-02,2777
2011-03,3521
2011-04,3241
2011-05,4279
2011-06,3925
2011-07,3622
2011-08,5847
2011-09,4827
2011-10,4498
2011-11,4286
2011-12,4794
2012-01,8050
2012-02,3383
2012-03,4601
2012-04,3991
2012-05,4225
2012-06,5425
2012-07,5525
2012-08,3649
2012-09,4572
2012-10,5310
2012-11,4839
2012-12,5723
2013-01,6899
2013-02,3269
2013-03,4372
2013-04,3901
2013-05,4043
2013-06,4946
2013-07,4652
2013-08,3499
2013-09,5224
2013-10,5914
2013-11,5078
2013-12,5498
2014-01,6801
2014-02,3447
2014-03,4520
2014-04,4234
2014-05,3995
2014-06,4638
2014-07,4490
2014-08,3959
2014-09,5137
2014-10,5263
2014-11,4737
2014-12,5743
2015-01,8992
2015-02,3449
2015-03,4900
2015-04,4101
2015-05,3985
2015-06,4983
2015-07,4381
2015-08,4188
2015-09,4588
2015-10,6133
2015-11,4383
2015-12,5696
2016-01,6924
2016-02,4504
2016-03,5007
2016-04,6339
2016-05,4393
2016-06,5641
2016-07,4831
2016-08,4207
2016-09,5523
2016-10,5834
2016-11,4976
2016-12,6774
2017-01,5367
2017-02,4246
2017-03,6056
2017-04,4447
2017-05,5754
2017-06,6217
2017-07,6761
2017-08,6437
2017-09,7413
2017-10,6426
2017-11,6711
2017-12,7766
2018-01,6085
2018-02,4844
2018-03,5661
2018-04,6088
2018-05,6041
2018-06,6573
2018-07,6244
2018-08,6669
2018-09,6958
2018-10,7413
2018-11,5516
2018-12,8266
2019-01,6071
2019-02,5137
2019-03,7008
2019-04,5925
2019-05,6109
2019-06,7170
2019-07,6882
2019-08,7316
2019-09,7323
2019-10,7616
2019-11,9247
2019-12,9714
2020-01,6749
2020-02,5894
2020-03,6982
2020-04,6665
2020-05,6236
2020-06,7554
2020-07,7345
2020-08,7856
2020-09,7799
2020-10,8498
2020-11,7755
2020-12,12202
2021-01,7951
2021-02,6484
2021-03,7994
2021-04,7480
2021-05,7184
2021-06,8701
2021-07,7635
2021-08,8397
2021-09,8759
2021-10,8310
2021-11,7887
2021-12,11699
2022-01,12518
2022-02,6824
2022-03,8124
2022-04,8119
2022-05,7850
2022-06,10722
2022-07,7656
2022-08,11167
2022-09,9420
2022-10,9071
2022-11,8967
2022-12,12972
2023-01,8179
2023-02,7548
2023-03,10322
2023-04,8130
2023-05,8961
2023-06,10378
2023-07,8884
2023-08,10543
2023-09,10587
2023-10,10940
2023-11,11389
2023-12,13832
2024-01,9902
2024-02,9156
2024-03,10070
2024-04,10426
2024-05,11365
2024-06,11256
2024-07,10721
2024-08,11816
2024-09,10889
2024-10,11633
2024-11,10076
2024-12,13123
2025-01,9405
2025-02,7322
