Date,Gestión del Cambio
1950-01,33
1950-02,14
1950-03,5
1950-04,40
1950-05,18
1950-06,9
1950-07,36
1950-08,7
1950-09,9
1950-10,35
1950-11,10
1950-12,35
1951-01,50
1951-02,14
1951-03,31
1951-04,33
1951-05,20
1951-06,14
1951-07,31
1951-08,1
1951-09,26
1951-10,24
1951-11,29
1951-12,29
1952-01,47
1952-02,6
1952-03,83
1952-04,43
1952-05,15
1952-06,54
1952-07,72
1952-08,10
1952-09,34
1952-10,91
1952-11,16
1952-12,110
1953-01,82
1953-02,56
1953-03,24
1953-04,33
1953-05,28
1953-06,11
1953-07,49
1953-08,12
1953-09,25
1953-10,45
1953-11,25
1953-12,124
1954-01,167
1954-02,10
1954-03,38
1954-04,40
1954-05,30
1954-06,23
1954-07,41
1954-08,10
1954-09,25
1954-10,94
1954-11,33
1954-12,64
1955-01,150
1955-02,27
1955-03,33
1955-04,86
1955-05,27
1955-06,19
1955-07,85
1955-08,18
1955-09,48
1955-10,81
1955-11,30
1955-12,202
1956-01,240
1956-02,7
1956-03,31
1956-04,80
1956-05,34
1956-06,17
1956-07,94
1956-08,5
1956-09,41
1956-10,67
1956-11,34
1956-12,66
1957-01,113
1957-02,17
1957-03,48
1957-04,97
1957-05,21
1957-06,26
1957-07,116
1957-08,54
1957-09,35
1957-10,97
1957-11,53
1957-12,171
1958-01,135
1958-02,8
1958-03,51
1958-04,116
1958-05,29
1958-06,19
1958-07,112
1958-08,39
1958-09,45
1958-10,130
1958-11,33
1958-12,61
1959-01,182
1959-02,8
1959-03,50
1959-04,179
1959-05,55
1959-06,16
1959-07,160
1959-08,41
1959-09,54
1959-10,109
1959-11,61
1959-12,183
1960-01,305
1960-02,18
1960-03,62
1960-04,154
1960-05,22
1960-06,31
1960-07,157
1960-08,39
1960-09,34
1960-10,204
1960-11,18
1960-12,387
1961-01,249
1961-02,34
1961-03,60
1961-04,229
1961-05,29
1961-06,12
1961-07,175
1961-08,66
1961-09,68
1961-10,148
1961-11,47
1961-12,214
1962-01,229
1962-02,28
1962-03,86
1962-04,184
1962-05,37
1962-06,68
1962-07,184
1962-08,52
1962-09,102
1962-10,180
1962-11,70
1962-12,183
1963-01,237
1963-02,24
1963-03,129
1963-04,164
1963-05,73
1963-06,64
1963-07,222
1963-08,57
1963-09,91
1963-10,206
1963-11,81
1963-12,250
1964-01,225
1964-02,52
1964-03,131
1964-04,217
1964-05,85
1964-06,112
1964-07,189
1964-08,24
1964-09,156
1964-10,211
1964-11,93
1964-12,322
1965-01,215
1965-02,110
1965-03,149
1965-04,237
1965-05,120
1965-06,91
1965-07,229
1965-08,57
1965-09,145
1965-10,228
1965-11,75
1965-12,235
1966-01,321
1966-02,100
1966-03,124
1966-04,201
1966-05,79
1966-06,125
1966-07,222
1966-08,72
1966-09,135
1966-10,285
1966-11,124
1966-12,510
1967-01,329
1967-02,137
1967-03,173
1967-04,274
1967-05,127
1967-06,171
1967-07,256
1967-08,86
1967-09,169
1967-10,223
1967-11,94
1967-12,326
1968-01,275
1968-02,118
1968-03,157
1968-04,210
1968-05,173
1968-06,164
1968-07,251
1968-08,94
1968-09,193
1968-10,292
1968-11,135
1968-12,551
1969-01,397
1969-02,103
1969-03,167
1969-04,241
1969-05,191
1969-06,129
1969-07,330
1969-08,88
1969-09,187
1969-10,289
1969-11,207
1969-12,674
1970-01,1093
1970-02,155
1970-03,253
1970-04,335
1970-05,228
1970-06,169
1970-07,324
1970-08,181
1970-09,352
1970-10,361
1970-11,332
1970-12,684
1971-01,797
1971-02,177
1971-03,387
1971-04,403
1971-05,329
1971-06,249
1971-07,450
1971-08,284
1971-09,462
1971-10,428
1971-11,271
1971-12,755
1972-01,707
1972-02,299
1972-03,365
1972-04,522
1972-05,286
1972-06,336
1972-07,513
1972-08,343
1972-09,387
