Date,Outsourcing
2018-12,12537
2019-01,11529
2019-02,1862
2019-03,2470
2019-04,2148
2019-05,2520
2019-06,2947
2019-07,2764
2019-08,2948
2019-09,3498
2019-10,2948
2019-11,3193
2019-12,15038
2020-01,14304
2020-02,2235
2020-03,2968
2020-04,2370
2020-05,2253
2020-06,3092
2020-07,3114
2020-08,3163
2020-09,3119
2020-10,3020
2020-11,3281
2020-12,18591
2021-01,17009
2021-02,2668
2021-03,3857
2021-04,3245
2021-05,2643
2021-06,3442
2021-07,3129
2021-08,3590
2021-09,3398
2021-10,3271
2021-11,3721
2021-12,19158
2022-01,17715
2022-02,2844
2022-03,3257
2022-04,3574
2022-05,3502
2022-06,4566
2022-07,3981
2022-08,4587
2022-09,3899
2022-10,3577
2022-11,4044
2022-12,20966
2023-01,18807
2023-02,3564
2023-03,4741
2023-04,3736
2023-05,4300
2023-06,5143
2023-07,4358
2023-08,4577
2023-09,5005
2023-10,4641
2023-11,4902
2023-12,22232
2024-01,20292
2024-02,4398
2024-03,4438
2024-04,4457
2024-05,5280
2024-06,5211
2024-07,5284
2024-08,5627
2024-09,5245
2024-10,5228
2024-11,5098
2024-12,9208
2025-01,6752
2025-02,3560
2025-03,1627
