Date,Outsourcing
1950-01,3
1950-02,3
1950-03,6
1950-04,6
1950-05,7
1950-06,5
1950-07,3
1950-08,2
1950-09,2
1950-10,5
1950-11,2
1950-12,7
1951-01,3
1951-02,6
1951-03,8
1951-04,4
1951-05,3
1951-06,2
1951-07,2
1951-08,2
1951-09,2
1951-10,1
1951-11,5
1951-12,10
1952-01,4
1952-02,5
1952-03,7
1952-04,7
1952-05,4
1952-06,9
1952-07,5
1952-08,4
1952-09,11
1952-10,9
1952-11,7
1952-12,8
1953-01,4
1953-02,3
1953-03,7
1953-04,9
1953-05,6
1953-06,4
1953-07,6
1953-08,6
1953-09,4
1953-10,4
1953-11,0
1953-12,5
1954-01,8
1954-02,5
1954-03,4
1954-04,4
1954-05,5
1954-06,1
1954-07,1
1954-08,3
1954-09,3
1954-10,2
1954-11,5
1954-12,11
1955-01,8
1955-02,2
1955-03,1
1955-04,1
1955-05,2
1955-06,5
1955-07,6
1955-08,6
1955-09,7
1955-10,5
1955-11,6
1955-12,22
1956-01,9
1956-02,5
1956-03,6
1956-04,3
1956-05,5
1956-06,11
1956-07,7
1956-08,3
1956-09,5
1956-10,3
1956-11,6
1956-12,15
1957-01,10
1957-02,5
1957-03,8
1957-04,4
1957-05,1
1957-06,0
1957-07,7
1957-08,10
1957-09,5
1957-10,4
1957-11,7
1957-12,19
1958-01,20
1958-02,4
1958-03,5
1958-04,7
1958-05,4
1958-06,2
1958-07,8
1958-08,8
1958-09,10
1958-10,10
1958-11,5
1958-12,26
1959-01,25
1959-02,5
1959-03,8
1959-04,7
1959-05,6
1959-06,6
1959-07,7
1959-08,11
1959-09,9
1959-10,2
1959-11,6
1959-12,25
1960-01,22
1960-02,5
1960-03,7
1960-04,5
1960-05,5
1960-06,5
1960-07,3
1960-08,3
1960-09,4
1960-10,3
1960-11,3
1960-12,32
1961-01,29
1961-02,6
1961-03,6
1961-04,7
1961-05,3
1961-06,2
1961-07,4
1961-08,4
1961-09,5
1961-10,5
1961-11,10
1961-12,34
1962-01,27
1962-02,3
1962-03,6
1962-04,5
1962-05,3
1962-06,5
1962-07,4
1962-08,8
1962-09,11
1962-10,5
1962-11,11
1962-12,27
1963-01,18
1963-02,9
1963-03,9
1963-04,3
1963-05,5
1963-06,11
1963-07,7
1963-08,7
1963-09,11
1963-10,7
1963-11,11
1963-12,35
1964-01,28
1964-02,12
1964-03,15
1964-04,13
1964-05,13
1964-06,9
1964-07,1
1964-08,8
1964-09,21
1964-10,17
1964-11,12
1964-12,32
1965-01,32
1965-02,17
1965-03,10
1965-04,5
1965-05,3
1965-06,7
1965-07,4
1965-08,5
1965-09,12
1965-10,12
1965-11,21
1965-12,51
1966-01,38
1966-02,14
1966-03,13
1966-04,7
1966-05,8
1966-06,13
1966-07,10
1966-08,5
1966-09,5
1966-10,4
1966-11,14
1966-12,64
1967-01,56
1967-02,8
1967-03,10
1967-04,12
1967-05,7
1967-06,9
1967-07,7
1967-08,6
1967-09,13
1967-10,10
1967-11,14
1967-12,49
1968-01,42
1968-02,17
1968-03,11
1968-04,10
1968-05,17
1968-06,10
1968-07,5
1968-08,11
1968-09,16
1968-10,12
1968-11,18
1968-12,43
1969-01,35
1969-02,11
1969-03,12
1969-04,16
1969-05,14
1969-06,13
1969-07,14
1969-08,16
1969-09,20
1969-10,15
1969-11,17
1969-12,184
1970-01,141
1970-02,20
1970-03,22
1970-04,13
1970-05,20
1970-06,18
1970-07,19
1970-08,24
1970-09,17
1970-10,15
1970-11,31
1970-12,50
1971-01,35
1971-02,22
1971-03,16
1971-04,9
1971-05,28
1971-06,24
1971-07,17
1971-08,25
1971-09,17
1971-10,14
1971-11,24
1971-12,53
1972-01,46
1972-02,22
1972-03,17
1972-04,11
1972-05,17
1972-06,17
1972-07,37
1972-08,45
1972-09,14
1972-10,10
1972-11,20
1972-12,62
1973-01,60
1973-02,18
1973-03,23
1973-04,15
1973-05,22
1973-06,22
1973-07,27
1973-08,40
1973-09,27
1973-10,18
1973-11,35
1973-12,53
1974-01,48
1974-02,45
1974-03,35
1974-04,20
1974-05,33
1974-06,27
1974-07,37
1974-08,46
1974-09,30
1974-10,18
1974-11,30
1974-12,75
1975-01,64
1975-02,33
1975-03,48
1975-04,29
1975-05,27
1975-06,39
1975-07,43
1975-08,49
1975-09,27
1975-10,22
1975-11,42
1975-12,103
1976-01,82
1976-02,35
1976-03,60
1976-04,41
1976-05,28
1976-06,39
1976-07,39
1976-08,45
1976-09,46
1976-10,40
1976-11,49
1976-12,111
1977-01,89
1977-02,28
1977-03,57
1977-04,45
1977-05,36
1977-06,53
1977-07,41
1977-08,41
1977-09,29
1977-10,23
1977-11,39
1977-12,115
1978-01,110
1978-02,38
1978-03,61
1978-04,44
1978-05,32
1978-06,50
1978-07,51
1978-08,52
1978-09,26
1978-10,28
1978-11,31
1978-12,85
1979-01,82
1979-02,29
1979-03,49
1979-04,30
1979-05,30
1979-06,40
1979-07,31
1979-08,44
1979-09,56
1979-10,35
1979-11,39
1979-12,160
1980-01,157
1980-02,51
1980-03,51
1980-04,42
1980-05,36
1980-06,61
1980-07,54
1980-08,40
1980-09,58
1980-10,55
1980-11,57
1980-12,176
1981-01,176
1981-02,77
1981-03,78
1981-04,45
1981-05,51
1981-06,43
1981-07,30
1981-08,38
1981-09,77
1981-10,68
1981-11,40
1981-12,183
1982-01,186
1982-02,75
1982-03,72
1982-04,42
1982-05,44
1982-06,56
1982-07,36
1982-08,45
1982-09,64
1982-10,46
1982-11,44
1982-12,188
1983-01,204
1983-02,100
1983-03,95
1983-04,68
1983-05,61
1983-06,69
1983-07,60
1983-08,58
1983-09,54
1983-10,36
1983-11,48
1983-12,307
1984-01,317
1984-02,99
1984-03,100
1984-04,64
1984-05,60
1984-06,82
1984-07,70
1984-08,54
1984-09,66
1984-10,65
1984-11,64
1984-12,217
1985-01,235
1985-02,112
1985-03,111
1985-04,81
1985-05,70
1985-06,80
1985-07,70
1985-08,81
1985-09,70
1985-10,62
1985-11,70
1985-12,313
1986-01,310
1986-02,95
1986-03,116
1986-04,116
1986-05,96
1986-06,84
1986-07,55
1986-08,69
1986-09,91
1986-10,68
1986-11,52
1986-12,342
1987-01,351
1987-02,116
1987-03,134
1987-04,72
1987-05,59
1987-06,84
1987-07,57
1987-08,70
1987-09,113
1987-10,91
1987-11,89
1987-12,347
1988-01,328
1988-02,127
1988-03,139
1988-04,93
1988-05,118
1988-06,129
1988-07,87
1988-08,86
1988-09,86
1988-10,70
1988-11,90
1988-12,408
1989-01,379
1989-02,122
1989-03,135
1989-04,127
1989-05,129
1989-06,133
1989-07,133
1989-08,137
1989-09,125
1989-10,98
1989-11,73
1989-12,481
1990-01,493
1990-02,154
1990-03,206
1990-04,139
1990-05,109
1990-06,126
1990-07,136
1990-08,157
1990-09,161
1990-10,89
1990-11,80
1990-12,466
1991-01,449
1991-02,167
1991-03,197
1991-04,150
1991-05,149
1991-06,156
1991-07,117
1991-08,154
1991-09,177
1991-10,121
1991-11,98
1991-12,429
1992-01,465
1992-02,211
1992-03,238
1992-04,169
1992-05,187
1992-06,184
1992-07,100
1992-08,161
1992-09,169
1992-10,89
1992-11,158
1992-12,593
1993-01,542
1993-02,228
1993-03,241
1993-04,174
1993-05,248
1993-06,231
1993-07,137
1993-08,208
1993-09,202
1993-10,105
1993-11,145
1993-12,761
1994-01,755
1994-02,231
1994-03,236
1994-04,134
1994-05,220
1994-06,224
1994-07,124
1994-08,214
1994-09,242
1994-10,146
1994-11,198
1994-12,842
1995-01,828
1995-02,252
1995-03,242
1995-04,168
1995-05,255
1995-06,280
1995-07,184
1995-08,274
1995-09,296
1995-10,191
1995-11,260
1995-12,929
1996-01,866
1996-02,307
1996-03,337
1996-04,203
1996-05,288
1996-06,311
1996-07,260
1996-08,263
1996-09,253
1996-10,178
1996-11,288
1996-12,1052
1997-01,1015
1997-02,348
1997-03,323
1997-04,251
1997-05,360
1997-06,361
1997-07,224
1997-08,276
1997-09,296
1997-10,225
1997-11,281
1997-12,1286
1998-01,1183
1998-02,327
1998-03,344
1998-04,245
1998-05,331
1998-06,456
1998-07,260
1998-08,310
1998-09,368
1998-10,205
1998-11,348
1998-12,1460
1999-01,1298
1999-02,307
1999-03,366
1999-04,260
1999-05,335
1999-06,348
1999-07,240
1999-08,293
1999-09,333
1999-10,240
1999-11,324
1999-12,1565
2000-01,1507
2000-02,342
2000-03,428
2000-04,285
2000-05,374
2000-06,406
2000-07,307
2000-08,419
2000-09,393
2000-10,317
2000-11,365
2000-12,2752
2001-01,2600
2001-02,360
2001-03,476
2001-04,323
2001-05,652
2001-06,462
2001-07,308
2001-08,411
2001-09,426
2001-10,312
2001-11,370
2001-12,2242
2002-01,1975
2002-02,385
2002-03,436
2002-04,363
2002-05,363
2002-06,428
2002-07,374
2002-08,392
2002-09,546
2002-10,362
2002-11,464
2002-12,2185
2003-01,2076
2003-02,437
2003-03,527
2003-04,365
2003-05,401
2003-06,533
2003-07,390
2003-08,579
2003-09,595
2003-10,412
2003-11,434
2003-12,3161
2004-01,3027
2004-02,489
2004-03,551
2004-04,417
2004-05,488
2004-06,592
2004-07,429
2004-08,551
2004-09,535
2004-10,432
2004-11,518
2004-12,2409
2005-01,2215
2005-02,467
2005-03,497
2005-04,416
2005-05,553
2005-06,653
2005-07,500
2005-08,518
2005-09,569
2005-10,503
2005-11,582
2005-12,3457
2006-01,3229
2006-02,462
2006-03,650
2006-04,728
2006-05,721
2006-06,830
2006-07,650
2006-08,770
2006-09,749
2006-10,656
2006-11,730
2006-12,2640
2007-01,2507
2007-02,517
2007-03,739
2007-04,526
2007-05,813
2007-06,878
2007-07,865
2007-08,928
2007-09,765
2007-10,704
2007-11,929
2007-12,3728
2008-01,3303
2008-02,648
2008-03,799
2008-04,727
2008-05,799
2008-06,924
2008-07,685
2008-08,790
2008-09,1304
2008-10,1091
2008-11,1137
2008-12,4791
2009-01,4328
2009-02,1032
2009-03,778
2009-04,823
2009-05,809
2009-06,1142
2009-07,1029
2009-08,1300
2009-09,1343
2009-10,989
2009-11,1024
2009-12,4993
2010-01,4637
2010-02,753
2010-03,1022
2010-04,1219
2010-05,1506
2010-06,1223
2010-07,1345
2010-08,1263
2010-09,1368
2010-10,1367
2010-11,1484
2010-12,5521
2011-01,5189
2011-02,989
2011-03,1013
2011-04,2376
2011-05,2574
2011-06,1391
2011-07,1451
2011-08,1771
2011-09,1698
2011-10,1278
2011-11,1396
2011-12,6111
2012-01,6974
2012-02,1160
2012-03,1624
2012-04,1356
2012-05,1396
2012-06,1931
2012-07,1503
2012-08,1332
2012-09,1735
2012-10,1387
2012-11,1533
2012-12,9107
2013-01,8551
2013-02,1080
2013-03,1339
2013-04,1229
2013-05,1576
2013-06,1764
2013-07,1451
2013-08,1438
2013-09,1851
2013-10,1669
2013-11,1641
2013-12,8266
2014-01,7774
2014-02,1235
2014-03,1519
2014-04,1573
2014-05,1845
2014-06,1885
2014-07,1621
2014-08,1695
2014-09,1949
2014-10,1769
2014-11,1761
2014-12,9172
2015-01,8617
2015-02,1424
2015-03,1659
2015-04,1283
2015-05,1345
2015-06,1707
2015-07,1551
2015-08,1868
2015-09,1596
2015-10,1629
2015-11,1593
2015-12,9271
2016-01,8911
2016-02,1381
2016-03,1677
2016-04,2057
2016-05,1756
2016-06,2105
2016-07,1632
2016-08,1748
2016-09,2143
2016-10,1906
2016-11,1969
2016-12,9573
2017-01,8815
2017-02,1565
2017-03,1918
2017-04,1716
2017-05,2166
2017-06,2245
2017-07,2474
2017-08,2090
2017-09,2599
2017-10,2189
2017-11,2243
2017-12,11143
2018-01,10255
2018-02,1739
2018-03,2286
2018-04,2364
2018-05,2064
2018-06,2452
2018-07,2548
2018-08,2483
2018-09,2547
2018-10,2434
2018-11,2332
