Date,Gestión del Cambio
1976-08,238
1976-09,339
1976-10,414
1976-11,252
1976-12,591
1977-01,739
1977-02,206
1977-03,398
1977-04,415
1977-05,277
1977-06,340
1977-07,413
1977-08,238
1977-09,378
1977-10,409
1977-11,251
1977-12,529
1978-01,753
1978-02,236
1978-03,451
1978-04,451
1978-05,277
1978-06,351
1978-07,436
1978-08,297
1978-09,364
1978-10,492
1978-11,294
1978-12,531
1979-01,788
1979-02,259
1979-03,474
1979-04,415
1979-05,299
1979-06,411
1979-07,412
1979-08,245
1979-09,432
1979-10,422
1979-11,267
1979-12,602
1980-01,947
1980-02,274
1980-03,503
1980-04,463
1980-05,306
1980-06,435
1980-07,451
1980-08,258
1980-09,467
1980-10,502
1980-11,268
1980-12,608
1981-01,975
1981-02,252
1981-03,557
1981-04,447
1981-05,274
1981-06,469
1981-07,508
1981-08,265
1981-09,495
1981-10,472
1981-11,279
1981-12,646
1982-01,1040
1982-02,255
1982-03,563
1982-04,488
1982-05,348
1982-06,528
1982-07,502
1982-08,229
1982-09,549
1982-10,467
1982-11,320
1982-12,673
1983-01,1067
1983-02,294
1983-03,680
1983-04,473
1983-05,364
1983-06,499
1983-07,521
1983-08,270
1983-09,596
1983-10,413
1983-11,365
1983-12,647
1984-01,1313
1984-02,357
1984-03,601
1984-04,528
1984-05,408
1984-06,585
1984-07,591
1984-08,318
1984-09,598
1984-10,507
1984-11,387
1984-12,694
1985-01,1448
1985-02,407
1985-03,643
1985-04,532
1985-05,394
1985-06,556
1985-07,577
1985-08,378
1985-09,640
1985-10,480
1985-11,411
1985-12,773
1986-01,1591
1986-02,353
1986-03,681
1986-04,515
1986-05,485
1986-06,588
1986-07,572
1986-08,345
1986-09,666
1986-10,574
1986-11,448
1986-12,841
1987-01,1492
1987-02,393
1987-03,726
1987-04,677
1987-05,419
1987-06,682
1987-07,615
1987-08,373
1987-09,771
1987-10,464
1987-11,473
1987-12,843
1988-01,1762
1988-02,421
1988-03,833
1988-04,579
1988-05,481
1988-06,714
1988-07,565
1988-08,463
1988-09,732
1988-10,523
1988-11,493
1988-12,877
1989-01,1877
1989-02,511
1989-03,930
1989-04,639
1989-05,591
1989-06,731
1989-07,656
1989-08,570
1989-09,823
1989-10,685
1989-11,492
1989-12,1131
1990-01,2080
1990-02,630
1990-03,1009
1990-04,781
1990-05,637
1990-06,914
1990-07,745
1990-08,515
1990-09,1047
1990-10,701
1990-11,582
1990-12,1388
1991-01,2185
1991-02,550
1991-03,1003
1991-04,1026
1991-05,708
1991-06,916
1991-07,861
1991-08,510
1991-09,1019
1991-10,820
1991-11,580
1991-12,1248
1992-01,1839
1992-02,672
1992-03,1263
1992-04,821
1992-05,891
1992-06,1079
1992-07,937
1992-08,573
1992-09,1143
1992-10,865
1992-11,722
1992-12,1469
1993-01,2047
1993-02,654
1993-03,1119
1993-04,913
1993-05,869
1993-06,1019
1993-07,913
1993-08,752
1993-09,1231
1993-10,848
1993-11,684
1993-12,1577
1994-01,2406
1994-02,684
1994-03,1224
1994-04,883
1994-05,855
1994-06,1256
1994-07,854
1994-08,733
1994-09,1233
1994-10,951
1994-11,731
1994-12,1635
1995-01,2267
1995-02,791
1995-03,1369
1995-04,954
1995-05,915
1995-06,1404
1995-07,1039
1995-08,790
1995-09,1416
1995-10,1016
1995-11,936
1995-12,1564
1996-01,2680
1996-02,847
1996-03,1492
1996-04,1066
1996-05,972
1996-06,1457
1996-07,1176
1996-08,786
1996-09,1373
1996-10,1074
1996-11,1039
1996-12,1665
1997-01,2613
1997-02,911
1997-03,1445
1997-04,1107
1997-05,1016
1997-06,1542
1997-07,1198
1997-08,814
1997-09,1293
1997-10,1163
1997-11,958
1997-12,1713
1998-01,2664
1998-02,939
1998-03,1699
1998-04,1130
1998-05,951
1998-06,1517
1998-07,1322
1998-08,982
1998-09,1520
1998-10,1187
1998-11,963
1998-12,1783
1999-01,2591
1999-02,1027
1999-03,1611
1999-04,1259
1999-05,1119
1999-06,1481
1999-07,1482
1999-08,1221
1999-09,1583
1999-10,1402
1999-11,1274
1999-12,1964
2000-01,3134
2000-02,1127
2000-03,1829
2000-04,1310
2000-05,1176
2000-06,1722
2000-07,1465
2000-08,1206
2000-09,1688
2000-10,1752
2000-11,1406
2000-12,2173
2001-01,3242
2001-02,1040
2001-03,2027
2001-04,1512
2001-05,1568
2001-06,1831
2001-07,1397
2001-08,1323
2001-09,1819
2001-10,1717
2001-11,1236
2001-12,2488
2002-01,3627
2002-02,1165
2002-03,1943
2002-04,1612
2002-05,1782
2002-06,1778
2002-07,1513
2002-08,1424
2002-09,2410
2002-10,1683
2002-11,1789
2002-12,2381
2003-01,3473
2003-02,1521
2003-03,2030
2003-04,1660
2003-05,1294
2003-06,2160
2003-07,1595
2003-08,1572
2003-09,2932
2003-10,1845
2003-11,1492
2003-12,2900
2004-01,3626
2004-02,1621
2004-03,2379
2004-04,2015
2004-05,1652
2004-06,2367
2004-07,2110
2004-08,1948
2004-09,2144
2004-10,2103
2004-11,1856
2004-12,2682
2005-01,3926
2005-02,1497
2005-03,2389
2005-04,2011
2005-05,1800
2005-06,2719
2005-07,2742
2005-08,2098
2005-09,2294
2005-10,2044
2005-11,1963
2005-12,2700
2006-01,4442
2006-02,1682
2006-03,2567
2006-04,2395
2006-05,2154
2006-06,2573
2006-07,2425
2006-08,2548
2006-09,2800
2006-10,2386
2006-11,2534
2006-12,3015
2007-01,4456
2007-02,2137
2007-03,3147
2007-04,2291
2007-05,3004
2007-06,3244
2007-07,2676
2007-08,2735
2007-09,2592
2007-10,2980
2007-11,2607
2007-12,4001
2008-01,4375
2008-02,2147
2008-03,2922
2008-04,2620
2008-05,2395
2008-06,3112
2008-07,2908
2008-08,2243
2008-09,3586
2008-10,3026
2008-11,2994
2008-12,4263
2009-01,4528
2009-02,4209
2009-03,3325
2009-04,2896
2009-05,2700
2009-06,3508
2009-07,3079
2009-08,2937
2009-09,4414
2009-10,3503
2009-11,3061
2009-12,4000
2010-01,5179
2010-02,2691
2010-03,4168
2010-04,3036
2010-05,3453
2010-06,3809
2010-07,3840
2010-08,3936
2010-09,3715
2010-10,3743
2010-11,4523
2010-12,4543
2011-01,5679
2011-02,3090
2011-03,3997
2011-04,3382
2011-05,4828
2011-06,4181
2011-07,3498
2011-08,4381
2011-09,4761
2011-10,3912
2011-11,4442
2011-12,4815
2012-01,8028
2012-02,3700
2012-03,4856
2012-04,3919
2012-05,4280
2012-06,5211
2012-07,4753
2012-08,4041
2012-09,4932
2012-10,5031
2012-11,5245
2012-12,6020
2013-01,6803
2013-02,3581
2013-03,4984
2013-04,4235
2013-05,4510
2013-06,4998
2013-07,4624
2013-08,3761
2013-09,5682
2013-10,6082
2013-11,5102
2013-12,5983
2014-01,6405
2014-02,3806
2014-03,4917
2014-04,4560
2014-05,4077
2014-06,4909
2014-07,4707
2014-08,4149
2014-09,5250
2014-10,5434
2014-11,4859
2014-12,6028
2015-01,8550
2015-02,3678
2015-03,5496
2015-04,4525
2015-05,4240
2015-06,5217
2015-07,4851
2015-08,4294
2015-09,4998
2015-10,5641
2015-11,4665
2015-12,6321
2016-01,6073
2016-02,4750
2016-03,5062
2016-04,6862
2016-05,4654
2016-06,5910
2016-07,5227
2016-08,5081
2016-09,6008
2016-10,5574
2016-11,5425
2016-12,7246
2017-01,5406
2017-02,4446
2017-03,6207
2017-04,4720
2017-05,5770
2017-06,6402
2017-07,6841
2017-08,5754
2017-09,8054
2017-10,6790
2017-11,6902
2017-12,8277
2018-01,6226
2018-02,5132
2018-03,6253
2018-04,6374
2018-05,6195
2018-06,6501
2018-07,6055
2018-08,5939
2018-09,7181
2018-10,7550
2018-11,5854
2018-12,8480
2019-01,6645
2019-02,5222
2019-03,7346
2019-04,6295
2019-05,6766
2019-06,7571
2019-07,7055
2019-08,7099
2019-09,7850
2019-10,7273
2019-11,8312
2019-12,10426
2020-01,7187
2020-02,6443
2020-03,7698
2020-04,6802
2020-05,6336
2020-06,7753
2020-07,7964
2020-08,7379
2020-09,8026
2020-10,7968
2020-11,8052
2020-12,13705
2021-01,7795
2021-02,6793
2021-03,8843
2021-04,7845
2021-05,7097
2021-06,9161
2021-07,7841
2021-08,7940
2021-09,8921
2021-10,8335
2021-11,8827
2021-12,12622
2022-01,8632
2022-02,7070
2022-03,8991
2022-04,8378
2022-05,8297
2022-06,10723
2022-07,8263
2022-08,10734
2022-09,9533
2022-10,9225
2022-11,9362
2022-12,13662
2023-01,8423
2023-02,8011
2023-03,10590
2023-04,8562
2023-05,9965
2023-06,11417
2023-07,9392
2023-08,9990
2023-09,10661
2023-10,10610
2023-11,11249
2023-12,14499
2024-01,10528
2024-02,9687
2024-03,10299
2024-04,10523
2024-05,11498
2024-06,11170
2024-07,10852
2024-08,11028
2024-09,12414
2024-10,11543
2024-11,10498
2024-12,13839
2025-01,10147
2025-02,8073
2025-03,3222
