Date,Gestión del Cambio
1950-01,58
1950-02,20
1950-03,17
1950-04,55
1950-05,17
1950-06,14
1950-07,53
1950-08,13
1950-09,19
1950-10,59
1950-11,15
1950-12,35
1951-01,74
1951-02,12
1951-03,29
1951-04,48
1951-05,27
1951-06,14
1951-07,49
1951-08,8
1951-09,26
1951-10,40
1951-11,32
1951-12,46
1952-01,73
1952-02,14
1952-03,44
1952-04,57
1952-05,29
1952-06,27
1952-07,80
1952-08,17
1952-09,38
1952-10,51
1952-11,30
1952-12,45
1953-01,110
1953-02,23
1953-03,35
1953-04,50
1953-05,42
1953-06,23
1953-07,65
1953-08,20
1953-09,29
1953-10,58
1953-11,29
1953-12,88
1954-01,97
1954-02,33
1954-03,41
1954-04,60
1954-05,35
1954-06,22
1954-07,60
1954-08,34
1954-09,40
1954-10,70
1954-11,39
1954-12,77
1955-01,104
1955-02,28
1955-03,54
1955-04,87
1955-05,40
1955-06,29
1955-07,72
1955-08,30
1955-09,49
1955-10,70
1955-11,31
1955-12,114
1956-01,132
1956-02,16
1956-03,46
1956-04,76
1956-05,38
1956-06,23
1956-07,78
1956-08,20
1956-09,37
1956-10,76
1956-11,52
1956-12,49
1957-01,109
1957-02,44
1957-03,41
1957-04,83
1957-05,42
1957-06,42
1957-07,97
1957-08,36
1957-09,52
1957-10,71
1957-11,57
1957-12,76
1958-01,120
1958-02,38
1958-03,68
1958-04,95
1958-05,39
1958-06,38
1958-07,99
1958-08,36
1958-09,58
1958-10,110
1958-11,39
1958-12,69
1959-01,134
1959-02,23
1959-03,62
1959-04,119
1959-05,45
1959-06,32
1959-07,116
1959-08,40
1959-09,63
1959-10,100
1959-11,69
1959-12,105
1960-01,199
1960-02,21
1960-03,68
1960-04,97
1960-05,45
1960-06,41
1960-07,135
1960-08,38
1960-09,67
1960-10,122
1960-11,45
1960-12,162
1961-01,190
1961-02,62
1961-03,73
1961-04,131
1961-05,46
1961-06,47
1961-07,132
1961-08,83
1961-09,103
1961-10,122
1961-11,67
1961-12,136
1962-01,169
1962-02,46
1962-03,100
1962-04,140
1962-05,55
1962-06,71
1962-07,161
1962-08,79
1962-09,94
1962-10,139
1962-11,81
1962-12,147
1963-01,189
1963-02,50
1963-03,143
1963-04,136
1963-05,98
1963-06,73
1963-07,172
1963-08,56
1963-09,103
1963-10,158
1963-11,92
1963-12,194
1964-01,198
1964-02,73
1964-03,128
1964-04,148
1964-05,103
1964-06,117
1964-07,163
1964-08,48
1964-09,128
1964-10,157
1964-11,118
1964-12,220
1965-01,222
1965-02,97
1965-03,160
1965-04,197
1965-05,129
1965-06,134
1965-07,199
1965-08,83
1965-09,152
1965-10,211
1965-11,116
1965-12,204
1966-01,265
1966-02,106
1966-03,147
1966-04,162
1966-05,135
1966-06,134
1966-07,189
1966-08,88
1966-09,150
1966-10,202
1966-11,139
1966-12,303
1967-01,251
1967-02,140
1967-03,183
1967-04,213
1967-05,144
1967-06,170
1967-07,199
1967-08,104
1967-09,178
1967-10,186
1967-11,131
1967-12,267
1968-01,235
1968-02,137
1968-03,188
1968-04,218
1968-05,187
1968-06,155
1968-07,222
1968-08,104
1968-09,191
1968-10,231
1968-11,127
1968-12,371
1969-01,312
1969-02,114
1969-03,169
1969-04,187
1969-05,174
1969-06,134
1969-07,226
1969-08,104
1969-09,198
1969-10,245
1969-11,167
1969-12,445
1970-01,637
1970-02,137
1970-03,214
1970-04,236
1970-05,191
1970-06,168
1970-07,257
1970-08,138
1970-09,239
1970-10,263
1970-11,201
1970-12,393
1971-01,447
1971-02,169
1971-03,279
1971-04,265
1971-05,245
1971-06,235
1971-07,264
1971-08,186
1971-09,295
1971-10,284
1971-11,190
1971-12,413
1972-01,418
1972-02,235
1972-03,292
1972-04,323
1972-05,223
1972-06,247
1972-07,349
1972-08,189
1972-09,292
1972-10,354
1972-11,205
1972-12,510
1973-01,503
1973-02,214
1973-03,326
1973-04,329
1973-05,243
1973-06,240
1973-07,300
1973-08,211
1973-09,291
1973-10,339
1973-11,194
1973-12,386
1974-01,464
1974-02,224
1974-03,367
1974-04,314
1974-05,281
1974-06,294
1974-07,329
1974-08,195
1974-09,348
1974-10,382
1974-11,253
1974-12,529
1975-01,512
1975-02,232
1975-03,364
1975-04,385
1975-05,230
1975-06,368
1975-07,351
1975-08,237
1975-09,358
1975-10,364
1975-11,243
1975-12,584
1976-01,727
1976-02,224
1976-03,389
1976-04,421
1976-05,257
1976-06,341
1976-07,419
