Date,Gestión del Conocimiento
1950-01,63
1950-02,10
1950-03,6
1950-04,53
1950-05,13
1950-06,20
1950-07,55
1950-08,12
1950-09,22
1950-10,59
1950-11,13
1950-12,26
1951-01,72
1951-02,12
1951-03,25
1951-04,38
1951-05,23
1951-06,9
1951-07,52
1951-08,13
1951-09,27
1951-10,42
1951-11,27
1951-12,56
1952-01,76
1952-02,12
1952-03,31
1952-04,50
1952-05,30
1952-06,10
1952-07,85
1952-08,15
1952-09,33
1952-10,40
1952-11,30
1952-12,50
1953-01,104
1953-02,13
1953-03,28
1953-04,44
1953-05,55
1953-06,23
1953-07,61
1953-08,17
1953-09,22
1953-10,53
1953-11,27
1953-12,24
1954-01,62
1954-02,34
1954-03,29
1954-04,50
1954-05,39
1954-06,19
1954-07,61
1954-08,27
1954-09,33
1954-10,54
1954-11,45
1954-12,55
1955-01,95
1955-02,22
1955-03,41
1955-04,63
1955-05,38
1955-06,18
1955-07,60
1955-08,23
1955-09,38
1955-10,64
1955-11,30
1955-12,36
1956-01,80
1956-02,13
1956-03,39
1956-04,76
1956-05,34
1956-06,23
1956-07,74
1956-08,19
1956-09,45
1956-10,60
1956-11,45
1956-12,37
1957-01,87
1957-02,44
1957-03,38
1957-04,64
1957-05,49
1957-06,37
1957-07,69
1957-08,42
1957-09,48
1957-10,65
1957-11,41
1957-12,47
1958-01,94
1958-02,26
1958-03,60
1958-04,81
1958-05,36
1958-06,29
1958-07,87
1958-08,33
1958-09,55
1958-10,87
1958-11,34
1958-12,69
1959-01,109
1959-02,31
1959-03,48
1959-04,98
1959-05,38
1959-06,32
1959-07,102
1959-08,33
1959-09,61
1959-10,73
1959-11,47
1959-12,66
1960-01,140
1960-02,14
1960-03,62
1960-04,79
1960-05,35
1960-06,33
1960-07,107
1960-08,18
1960-09,59
1960-10,84
1960-11,31
1960-12,102
1961-01,118
1961-02,38
1961-03,58
1961-04,84
1961-05,42
1961-06,40
1961-07,103
1961-08,74
1961-09,94
1961-10,76
1961-11,51
1961-12,100
1962-01,106
1962-02,25
1962-03,66
1962-04,94
1962-05,45
1962-06,48
1962-07,131
1962-08,64
1962-09,81
1962-10,103
1962-11,65
1962-12,130
1963-01,149
1963-02,53
1963-03,107
1963-04,111
1963-05,73
1963-06,68
1963-07,141
1963-08,39
1963-09,83
1963-10,122
1963-11,87
1963-12,150
1964-01,139
1964-02,50
1964-03,98
1964-04,97
1964-05,88
1964-06,80
1964-07,131
1964-08,34
1964-09,105
1964-10,105
1964-11,94
1964-12,155
1965-01,159
1965-02,79
1965-03,126
1965-04,132
1965-05,107
1965-06,99
1965-07,162
1965-08,54
1965-09,116
1965-10,172
1965-11,94
1965-12,165
1966-01,171
1966-02,85
1966-03,107
1966-04,118
1966-05,130
1966-06,97
1966-07,157
1966-08,71
1966-09,109
1966-10,135
1966-11,103
1966-12,173
1967-01,166
1967-02,112
1967-03,157
1967-04,145
1967-05,111
1967-06,128
1967-07,144
1967-08,85
1967-09,137
1967-10,123
1967-11,103
1967-12,157
1968-01,145
1968-02,101
1968-03,143
1968-04,142
1968-05,139
1968-06,95
1968-07,167
1968-08,76
1968-09,133
1968-10,159
1968-11,102
1968-12,164
1969-01,187
1969-02,88
1969-03,121
1969-04,121
1969-05,97
1969-06,79
1969-07,150
1969-08,78
1969-09,130
1969-10,149
1969-11,100
1969-12,220
1970-01,465
1970-02,91
1970-03,134
1970-04,143
1970-05,120
1970-06,106
1970-07,163
1970-08,118
1970-09,151
1970-10,181
1970-11,124
1970-12,155
1971-01,225
1971-02,128
1971-03,179
1971-04,166
1971-05,148
1971-06,142
1971-07,175
1971-08,129
1971-09,180
1971-10,180
1971-11,121
1971-12,205
1972-01,230
1972-02,128
1972-03,168
1972-04,233
1972-05,142
1972-06,143
1972-07,245
1972-08,154
1972-09,175
1972-10,234
1972-11,130
1972-12,203
1973-01,275
1973-02,179
1973-03,222
1973-04,168
1973-05,180
1973-06,167
1973-07,198
1973-08,169
1973-09,205
1973-10,216
1973-11,145
1973-12,200
1974-01,255
1974-02,162
1974-03,257
1974-04,178
1974-05,235
1974-06,228
1974-07,189
1974-08,190
1974-09,271
1974-10,233
1974-11,194
1974-12,253
1975-01,306
1975-02,158
1975-03,275
1975-04,250
1975-05,178
1975-06,254
1975-07,223
1975-08,209
1975-09,259
1975-10,222
1975-11,159
1975-12,291
1976-01,444
1976-02,153
1976-03,250
1976-04,284
1976-05,192
1976-06,241
1976-07,284
1976-08,210
1976-09,266
1976-10,298
1976-11,177
1976-12,286
1977-01,522
1977-02,177
1977-03,300
1977-04,293
1977-05,212
1977-06,253
1977-07,302
1977-08,180
1977-09,265
1977-10,278
1977-11,191
