Date,Gestión del Cambio
1950-01,50
1950-02,13
1950-03,13
1950-04,48
1950-05,14
1950-06,13
1950-07,45
1950-08,7
1950-09,9
1950-10,52
1950-11,10
1950-12,27
1951-01,64
1951-02,9
1951-03,22
1951-04,44
1951-05,23
1951-06,13
1951-07,42
1951-08,4
1951-09,22
1951-10,35
1951-11,27
1951-12,19
1952-01,68
1952-02,8
1952-03,37
1952-04,54
1952-05,26
1952-06,25
1952-07,67
1952-08,12
1952-09,29
1952-10,45
1952-11,22
1952-12,39
1953-01,84
1953-02,20
1953-03,31
1953-04,44
1953-05,27
1953-06,14
1953-07,59
1953-08,12
1953-09,28
1953-10,51
1953-11,21
1953-12,85
1954-01,82
1954-02,22
1954-03,36
1954-04,50
1954-05,28
1954-06,18
1954-07,54
1954-08,23
1954-09,32
1954-10,63
1954-11,33
1954-12,59
1955-01,91
1955-02,15
1955-03,43
1955-04,74
1955-05,35
1955-06,22
1955-07,63
1955-08,24
1955-09,43
1955-10,58
1955-11,26
1955-12,108
1956-01,117
1956-02,11
1956-03,40
1956-04,64
1956-05,30
1956-06,16
1956-07,68
1956-08,13
1956-09,29
1956-10,67
1956-11,41
1956-12,35
1957-01,103
1957-02,37
1957-03,35
1957-04,73
1957-05,29
1957-06,33
1957-07,87
1957-08,27
1957-09,38
1957-10,64
1957-11,43
1957-12,58
1958-01,102
1958-02,27
1958-03,53
1958-04,87
1958-05,30
1958-06,29
1958-07,91
1958-08,27
1958-09,47
1958-10,105
1958-11,30
1958-12,57
1959-01,116
1959-02,15
1959-03,53
1959-04,111
1959-05,40
1959-06,20
1959-07,109
1959-08,35
1959-09,51
1959-10,92
1959-11,55
1959-12,83
1960-01,191
1960-02,18
1960-03,56
1960-04,93
1960-05,33
1960-06,24
1960-07,122
1960-08,33
1960-09,50
1960-10,109
1960-11,36
1960-12,133
1961-01,164
1961-02,48
1961-03,59
1961-04,121
1961-05,35
1961-06,31
1961-07,118
1961-08,67
1961-09,80
1961-10,106
1961-11,62
1961-12,115
1962-01,158
1962-02,39
1962-03,80
1962-04,132
1962-05,49
1962-06,54
1962-07,144
1962-08,62
1962-09,77
1962-10,118
1962-11,67
1962-12,117
1963-01,166
1963-02,34
1963-03,117
1963-04,119
1963-05,84
1963-06,52
1963-07,151
1963-08,45
1963-09,86
1963-10,145
1963-11,66
1963-12,164
1964-01,174
1964-02,51
1964-03,112
1964-04,138
1964-05,79
1964-06,96
1964-07,151
1964-08,35
1964-09,113
1964-10,134
1964-11,95
1964-12,199
1965-01,192
1965-02,81
1965-03,137
1965-04,170
1965-05,111
1965-06,106
1965-07,180
1965-08,70
1965-09,124
1965-10,191
1965-11,99
1965-12,180
