Date,Gestión del Cambio
1950-01,51
1950-02,17
1950-03,14
1950-04,51
1950-05,14
1950-06,14
1950-07,47
1950-08,12
1950-09,14
1950-10,55
1950-11,12
1950-12,30
1951-01,67
1951-02,10
1951-03,26
1951-04,45
1951-05,23
1951-06,13
1951-07,45
1951-08,4
1951-09,23
1951-10,36
1951-11,28
1951-12,27
1952-01,69
1952-02,11
1952-03,39
1952-04,55
1952-05,26
1952-06,26
1952-07,72
1952-08,13
1952-09,33
1952-10,48
1952-11,24
1952-12,41
1953-01,96
1953-02,20
1953-03,32
1953-04,44
1953-05,28
1953-06,16
1953-07,63
1953-08,16
1953-09,28
1953-10,52
1953-11,22
1953-12,87
1954-01,86
1954-02,26
1954-03,37
1954-04,54
1954-05,32
1954-06,19
1954-07,55
1954-08,27
1954-09,36
1954-10,65
1954-11,34
1954-12,59
1955-01,94
1955-02,19
1955-03,44
1955-04,77
1955-05,37
1955-06,25
1955-07,64
1955-08,26
1955-09,44
1955-10,61
1955-11,26
1955-12,109
1956-01,124
1956-02,11
1956-03,40
1956-04,71
1956-05,35
1956-06,18
1956-07,73
1956-08,15
1956-09,33
1956-10,69
1956-11,46
1956-12,40
1957-01,105
1957-02,40
1957-03,37
1957-04,74
1957-05,36
1957-06,37
1957-07,92
1957-08,28
1957-09,43
1957-10,66
1957-11,47
1957-12,65
1958-01,107
1958-02,30
1958-03,57
1958-04,89
1958-05,35
1958-06,35
1958-07,94
1958-08,30
1958-09,52
1958-10,105
1958-11,34
1958-12,61
1959-01,124
1959-02,17
1959-03,57
1959-04,114
1959-05,40
1959-06,26
1959-07,110
1959-08,38
1959-09,55
1959-10,96
1959-11,57
1959-12,90
1960-01,193
1960-02,21
1960-03,62
1960-04,93
1960-05,38
1960-06,34
1960-07,126
1960-08,33
1960-09,61
1960-10,115
1960-11,39
1960-12,141
1961-01,172
1961-02,54
1961-03,67
1961-04,125
1961-05,40
1961-06,39
1961-07,121
1961-08,74
1961-09,90
1961-10,108
1961-11,64
1961-12,125
1962-01,161
1962-02,42
1962-03,91
1962-04,135
1962-05,51
1962-06,66
1962-07,148
1962-08,70
1962-09,87
1962-10,127
1962-11,73
1962-12,129
1963-01,181
1963-02,39
1963-03,122
1963-04,127
1963-05,89
1963-06,58
1963-07,160
1963-08,47
1963-09,91
1963-10,149
1963-11,74
1963-12,176
1964-01,185
1964-02,62
1964-03,121
1964-04,140
1964-05,90
1964-06,101
1964-07,155
1964-08,38
1964-09,118
1964-10,141
1964-11,107
1964-12,206
1965-01,201
1965-02,89
1965-03,144
1965-04,181
1965-05,117
1965-06,116
1965-07,189
1965-08,74
1965-09,137
1965-10,198
1965-11,103
1965-12,193
1966-01,244
1966-02,94
1966-03,135
1966-04,149
1966-05,126
1966-06,120
1966-07,181
1966-08,81
1966-09,139
1966-10,196
1966-11,128
1966-12,282
1967-01,237
1967-02,131
1967-03,169
1967-04,199
1967-05,133
1967-06,152
1967-07,190
1967-08,92
1967-09,159
1967-10,179
1967-11,117
1967-12,250
1968-01,211
1968-02,124
1968-03,172
1968-04,207
1968-05,177
