Date,Gestión del Cambio
1950-01,53
1950-02,18
1950-03,14
1950-04,52
1950-05,15
1950-06,14
1950-07,48
1950-08,12
1950-09,16
1950-10,58
1950-11,14
1950-12,31
1951-01,68
1951-02,11
1951-03,27
1951-04,45
1951-05,26
1951-06,13
1951-07,46
1951-08,5
1951-09,25
1951-10,39
1951-11,29
1951-12,34
1952-01,72
1952-02,13
1952-03,42
1952-04,55
1952-05,27
1952-06,27
1952-07,75
1952-08,15
1952-09,37
1952-10,49
1952-11,26
1952-12,43
1953-01,103
1953-02,23
1953-03,33
1953-04,47
1953-05,36
1953-06,19
1953-07,65
1953-08,18
1953-09,29
1953-10,54
1953-11,24
1953-12,87
1954-01,92
1954-02,29
1954-03,39
1954-04,56
1954-05,32
1954-06,20
1954-07,56
1954-08,31
1954-09,39
1954-10,66
1954-11,38
1954-12,66
1955-01,98
1955-02,24
1955-03,49
1955-04,81
1955-05,38
1955-06,25
1955-07,66
1955-08,27
1955-09,46
1955-10,69
1955-11,28
1955-12,111
1956-01,127
1956-02,13
1956-03,44
1956-04,73
1956-05,36
1956-06,21
1956-07,74
1956-08,17
1956-09,36
1956-10,72
1956-11,46
1956-12,45
1957-01,107
1957-02,41
1957-03,38
1957-04,79
1957-05,39
1957-06,41
1957-07,92
1957-08,30
1957-09,46
1957-10,68
1957-11,50
1957-12,70
1958-01,113
1958-02,37
1958-03,58
1958-04,92
1958-05,36
1958-06,37
1958-07,96
1958-08,32
1958-09,56
1958-10,105
1958-11,35
1958-12,65
1959-01,130
1959-02,22
1959-03,60
1959-04,115
1959-05,42
1959-06,28
1959-07,112
1959-08,39
1959-09,61
1959-10,96
1959-11,62
1959-12,93
1960-01,195
1960-02,21
1960-03,64
1960-04,94
1960-05,43
1960-06,36
1960-07,129
1960-08,36
1960-09,65
1960-10,117
1960-11,42
1960-12,147
1961-01,177
1961-02,58
1961-03,71
1961-04,128
1961-05,43
1961-06,43
1961-07,127
1961-08,77
1961-09,96
1961-10,117
1961-11,65
1961-12,129
1962-01,166
1962-02,44
1962-03,94
1962-04,136
1962-05,52
1962-06,68
1962-07,153
1962-08,75
1962-09,88
1962-10,133
1962-11,75
1962-12,134
1963-01,186
1963-02,44
1963-03,131
1963-04,132
1963-05,95
1963-06,65
1963-07,167
1963-08,52
1963-09,95
1963-10,156
1963-11,85
1963-12,183
1964-01,191
1964-02,68
1964-03,126
1964-04,147
1964-05,98
1964-06,112
1964-07,157
1964-08,44
1964-09,121
1964-10,148
1964-11,114
1964-12,210
1965-01,210
1965-02,93
1965-03,150
1965-04,188
1965-05,124
