Date,Gestión del Conocimiento
1950-01,46
1950-02,4
1950-03,5
1950-04,44
1950-05,4
1950-06,7
1950-07,41
1950-08,6
1950-09,9
1950-10,42
1950-11,4
1950-12,15
1951-01,60
1951-02,2
1951-03,18
1951-04,26
1951-05,15
1951-06,2
1951-07,41
1951-08,6
1951-09,16
1951-10,28
1951-11,15
1951-12,36
1952-01,59
1952-02,4
1952-03,18
1952-04,33
1952-05,20
1952-06,4
1952-07,67
1952-08,6
1952-09,20
1952-10,24
1952-11,14
1952-12,23
1953-01,84
1953-02,5
1953-03,15
1953-04,35
1953-05,35
1953-06,11
1953-07,47
1953-08,7
1953-09,16
1953-10,37
1953-11,19
1953-12,3
1954-01,49
1954-02,18
1954-03,24
1954-04,42
1954-05,20
1954-06,5
1954-07,50
1954-08,16
1954-09,23
1954-10,41
1954-11,25
1954-12,36
1955-01,73
1955-02,11
1955-03,29
1955-04,47
1955-05,22
1955-06,4
1955-07,49
1955-08,11
1955-09,25
1955-10,49
1955-11,15
1955-12,12
1956-01,66
1956-02,7
1956-03,20
1956-04,52
1956-05,18
1956-06,11
1956-07,54
1956-08,5
1956-09,28
1956-10,45
1956-11,33
1956-12,13
1957-01,70
1957-02,28
1957-03,19
1957-04,45
1957-05,29
1957-06,16
1957-07,57
1957-08,15
1957-09,30
1957-10,46
1957-11,30
1957-12,21
1958-01,74
1958-02,12
1958-03,43
1958-04,64
1958-05,20
1958-06,14
1958-07,65
1958-08,19
1958-09,36
1958-10,66
1958-11,22
1958-12,38
1959-01,86
1959-02,18
1959-03,33
1959-04,76
1959-05,25
1959-06,15
1959-07,81
1959-08,20
1959-09,32
1959-10,54
1959-11,40
1959-12,34
1960-01,126
1960-02,2
1960-03,40
1960-04,59
1960-05,21
1960-06,18
1960-07,91
1960-08,10
1960-09,41
1960-10,62
1960-11,28
1960-12,55
1961-01,93
1961-02,27
1961-03,41
1961-04,67
1961-05,28
1961-06,24
1961-07,87
1961-08,56
1961-09,63
1961-10,62
1961-11,38
1961-12,66
1962-01,87
1962-02,18
1962-03,57
1962-04,83
1962-05,37
1962-06,36
1962-07,108
1962-08,50
1962-09,57
1962-10,87
1962-11,55
1962-12,98
1963-01,110
1963-02,24
1963-03,78
1963-04,89
1963-05,61
1963-06,41
1963-07,120
1963-08,28
1963-09,63
1963-10,100
1963-11,66
1963-12,102
1964-01,108
1964-02,36
1964-03,75
1964-04,86
1964-05,66
1964-06,58
1964-07,112
1964-08,21
1964-09,90
1964-10,79
1964-11,81
1964-12,100
1965-01,131
1965-02,58
1965-03,97
1965-04,108
1965-05,85
1965-06,82
1965-07,143
1965-08,44
1965-09,89
1965-10,149
1965-11,74
1965-12,102
1966-01,130
1966-02,53
1966-03,73
1966-04,89
1966-05,102
1966-06,74
1966-07,127
1966-08,60
1966-09,91
1966-10,118
1966-11,85
1966-12,130
1967-01,130
1967-02,93
1967-03,116
1967-04,121
1967-05,98
1967-06,96
1967-07,117
1967-08,62
1967-09,105
1967-10,98
1967-11,86
1967-12,114
1968-01,122
1968-02,77
1968-03,119
1968-04,118
1968-05,115
1968-06,69
1968-07,144
1968-08,58
1968-09,116
1968-10,133
1968-11,80
1968-12,120
1969-01,139
1969-02,66
1969-03,83
1969-04,93
1969-05,83
1969-06,57
1969-07,124
1969-08,54
1969-09,96
1969-10,129
1969-11,81
1969-12,160
1970-01,343
1970-02,65
1970-03,106
1970-04,116
1970-05,95
1970-06,59
1970-07,127
1970-08,66
1970-09,117
1970-10,143
1970-11,95
1970-12,118
1971-01,180
1971-02,97
1971-03,146
1971-04,128
1971-05,114
1971-06,110
1971-07,143
1971-08,83
1971-09,151
1971-10,145
1971-11,87
1971-12,154
1972-01,190
1972-02,103
1972-03,128
1972-04,197
1972-05,108
1972-06,111
1972-07,207
1972-08,100
1972-09,145
1972-10,202
1972-11,102
1972-12,165
1973-01,218
1973-02,138
1973-03,168
1973-04,133
1973-05,137
1973-06,121
1973-07,160
1973-08,117
1973-09,170
1973-10,170
1973-11,107
1973-12,154
1974-01,195
1974-02,123
1974-03,213
1974-04,125
1974-05,181
1974-06,159
1974-07,165
1974-08,119
1974-09,204
1974-10,193
1974-11,147
1974-12,206
1975-01,230
1975-02,123
1975-03,219
1975-04,196
1975-05,123
1975-06,201
1975-07,166
1975-08,143
1975-09,205
1975-10,171
1975-11,129
1975-12,229
1976-01,375
1976-02,115
1976-03,203
1976-04,225
1976-05,151
1976-06,178
1976-07,226
1976-08,153
1976-09,207
1976-10,229
1976-11,130
1976-12,217
1977-01,425
1977-02,103
1977-03,218
1977-04,223
1977-05,160
1977-06,169
1977-07,243
1977-08,126
1977-09,209
1977-10,212
1977-11,129
1977-12,263
1978-01,460
1978-02,128
1978-03,250
1978-04,248
1978-05,156
1978-06,156
1978-07,309
1978-08,147
1978-09,184
1978-10,270
1978-11,173
1978-12,224
1979-01,482
1979-02,120
1979-03,303
1979-04,230
1979-05,172
1979-06,254
1979-07,244
1979-08,131
1979-09,226
1979-10,227
1979-11,171
1979-12,282
1980-01,579
1980-02,149
1980-03,320
1980-04,242
1980-05,163
1980-06,261
1980-07,269
1980-08,140
1980-09,281
1980-10,256
1980-11,171
1980-12,304
1981-01,628
1981-02,135
1981-03,346
1981-04,255
1981-05,169
1981-06,261
1981-07,328
1981-08,151
1981-09,304
1981-10,261
1981-11,160
1981-12,336
1982-01,724
1982-02,155
1982-03,351
1982-04,282
1982-05,202
1982-06,320
1982-07,318
1982-08,126
1982-09,340
1982-10,270
1982-11,224
1982-12,341
1983-01,735
1983-02,181
1983-03,429
1983-04,281
1983-05,225
1983-06,322
1983-07,339
1983-08,154
1983-09,395
1983-10,246
1983-11,248
1983-12,311
1984-01,962
1984-02,244
1984-03,411
1984-04,310
1984-05,250
1984-06,381
1984-07,367
1984-08,227
1984-09,384
1984-10,288
1984-11,267
1984-12,388
1985-01,1052
1985-02,247
1985-03,419
1985-04,346
1985-05,255
1985-06,329
1985-07,407
1985-08,227
1985-09,420
1985-10,260
1985-11,264
1985-12,458
1986-01,1210
1986-02,206
1986-03,472
1986-04,288
1986-05,330
1986-06,362
1986-07,369
1986-08,197
1986-09,483
1986-10,359
1986-11,334
1986-12,468
1987-01,1101
1987-02,266
1987-03,520
1987-04,437
1987-05,289
1987-06,477
1987-07,386
1987-08,258
1987-09,594
1987-10,295
1987-11,311
1987-12,604
1988-01,1274
1988-02,292
1988-03,625
1988-04,348
1988-05,308
1988-06,510
1988-07,365
1988-08,294
1988-09,560
1988-10,306
1988-11,356
1988-12,630
1989-01,1423
1989-02,373
1989-03,710
1989-04,349
1989-05,396
1989-06,485
1989-07,442
1989-08,368
1989-09,663
1989-10,358
1989-11,300
1989-12,683
1990-01,1550
1990-02,410
1990-03,830
1990-04,481
1990-05,424
1990-06,665
1990-07,488
1990-08,337
1990-09,776
1990-10,393
1990-11,346
1990-12,724
1991-01,1636
1991-02,376
1991-03,704
1991-04,713
1991-05,459
1991-06,647
1991-07,502
1991-08,326
1991-09,685
1991-10,456
1991-11,363
1991-12,731
1992-01,1288
1992-02,432
1992-03,880
1992-04,550
1992-05,601
1992-06,711
1992-07,603
1992-08,421
1992-09,846
1992-10,543
1992-11,446
1992-12,937
1993-01,1437
1993-02,425
1993-03,766
1993-04,570
1993-05,566
1993-06,659
1993-07,555
1993-08,514
1993-09,890
1993-10,482
1993-11,478
1993-12,1005
1994-01,1614
1994-02,458
1994-03,839
1994-04,572
1994-05,569
1994-06,834
1994-07,563
1994-08,479
1994-09,865
1994-10,597
1994-11,479
1994-12,1041
1995-01,1575
1995-02,576
1995-03,902
1995-04,586
1995-05,589
1995-06,1001
1995-07,611
1995-08,500
1995-09,987
1995-10,647
1995-11,656
1995-12,964
1996-01,1751
1996-02,581
1996-03,990
1996-04,633
1996-05,658
1996-06,962
1996-07,706
1996-08,475
1996-09,939
1996-10,699
1996-11,682
1996-12,1048
1997-01,1912
1997-02,638
1997-03,979
1997-04,709
1997-05,658
1997-06,1114
1997-07,758
1997-08,515
1997-09,894
1997-10,780
1997-11,660
1997-12,1126
1998-01,1942
1998-02,587
1998-03,1179
1998-04,740
1998-05,598
1998-06,1035
1998-07,926
1998-08,684
1998-09,1020
1998-10,735
1998-11,751
1998-12,1168
1999-01,1839
1999-02,758
1999-03,1137
1999-04,859
1999-05,690
1999-06,1072
1999-07,1000
1999-08,889
1999-09,1110
1999-10,955
1999-11,966
1999-12,1293
2000-01,2126
2000-02,808
2000-03,1330
2000-04,949
2000-05,763
2000-06,1103
2000-07,970
2000-08,934
2000-09,1064
2000-10,1336
2000-11,1000
2000-12,1378
2001-01,2195
2001-02,648
2001-03,1551
2001-04,992
2001-05,1164
2001-06,1290
2001-07,961
2001-08,984
2001-09,1235
2001-10,1389
2001-11,778
2001-12,1937
2002-01,2693
2002-02,801
2002-03,1408
2002-04,1092
2002-05,1341
2002-06,1334
2002-07,1070
2002-08,1053
2002-09,1750
2002-10,1227
2002-11,1232
2002-12,1698
2003-01,2527
2003-02,1012
2003-03,1426
2003-04,1124
2003-05,855
2003-06,1494
2003-07,1149
2003-08,1133
2003-09,2104
2003-10,1320
2003-11,1183
2003-12,2035
2004-01,2671
2004-02,1178
2004-03,1810
2004-04,1376
2004-05,1111
2004-06,1669
2004-07,1343
2004-08,1379
2004-09,1452
2004-10,1467
2004-11,1302
2004-12,1863
2005-01,2672
2005-02,1025
2005-03,1630
2005-04,1391
2005-05,1212
2005-06,2031
2005-07,1457
2005-08,1536
2005-09,1695
2005-10,1675
2005-11,1365
2005-12,1844
2006-01,3180
2006-02,1108
2006-03,1818
2006-04,1780
2006-05,1330
2006-06,1943
2006-07,1779
2006-08,1829
2006-09,2020
2006-10,1689
2006-11,1867
2006-12,2128
2007-01,3143
2007-02,1581
2007-03,2128
2007-04,1545
2007-05,2078
2007-06,2441
2007-07,1778
2007-08,2090
2007-09,1765
2007-10,2253
2007-11,1949
2007-12,2918
2008-01,3164
2008-02,1446
2008-03,1968
2008-04,1970
