Date,Gestión del Conocimiento
2017-05,4925
2017-06,5352
2017-07,5885
2017-08,5115
2017-09,6418
2017-10,5556
2017-11,5916
2017-12,6634
2018-01,5285
2018-02,4161
2018-03,4798
2018-04,5167
2018-05,5172
2018-06,5499
2018-07,5146
2018-08,5390
2018-09,6005
2018-10,6563
2018-11,4767
2018-12,6965
2019-01,5243
2019-02,4506
2019-03,6028
2019-04,5009
2019-05,5295
2019-06,6062
2019-07,5792
2019-08,6011
2019-09,6326
2019-10,6474
2019-11,8024
2019-12,8262
2020-01,5732
2020-02,5184
2020-03,6006
2020-04,5661
2020-05,5389
2020-06,6381
2020-07,6357
2020-08,6480
2020-09,6727
2020-10,7332
2020-11,6605
2020-12,10288
2021-01,6840
2021-02,5639
2021-03,6840
2021-04,6309
2021-05,6055
2021-06,7375
2021-07,6585
2021-08,6893
2021-09,7575
2021-10,7289
2021-11,6759
2021-12,10139
2022-01,11412
2022-02,5926
2022-03,7023
2022-04,7055
2022-05,6812
2022-06,9191
2022-07,6554
2022-08,9383
2022-09,8162
2022-10,7895
2022-11,7778
2022-12,11075
2023-01,7025
2023-02,6598
2023-03,8833
2023-04,6882
2023-05,7681
2023-06,8745
2023-07,7518
2023-08,8671
2023-09,9013
2023-10,9523
2023-11,9717
2023-12,11620
2024-01,8383
2024-02,7830
2024-03,8699
2024-04,9000
2024-05,9654
2024-06,9523
2024-07,9038
2024-08,9677
2024-09,9431
2024-10,10148
2024-11,8701
2024-12,11066
2025-01,8085
2025-02,7210
2025-03,2735
