Date,Gestión del Cambio
1950-01,52
1950-02,17
1950-03,14
1950-04,52
1950-05,15
1950-06,14
1950-07,48
1950-08,12
1950-09,16
1950-10,58
1950-11,13
1950-12,31
1951-01,69
1951-02,11
1951-03,28
1951-04,45
1951-05,26
1951-06,13
1951-07,46
1951-08,5
1951-09,25
1951-10,38
1951-11,30
1951-12,38
1952-01,72
1952-02,13
1952-03,42
1952-04,56
1952-05,27
1952-06,27
1952-07,76
1952-08,15
1952-09,37
1952-10,49
1952-11,26
1952-12,43
1953-01,105
1953-02,23
1953-03,33
1953-04,47
1953-05,37
1953-06,20
1953-07,65
1953-08,18
1953-09,29
1953-10,55
1953-11,24
1953-12,88
1954-01,93
1954-02,29
1954-03,39
1954-04,57
1954-05,32
1954-06,20
1954-07,59
1954-08,31
1954-09,39
1954-10,66
1954-11,38
1954-12,68
1955-01,98
1955-02,24
1955-03,49
1955-04,81
1955-05,38
1955-06,25
1955-07,68
1955-08,28
1955-09,46
1955-10,69
1955-11,28
1955-12,111
1956-01,128
1956-02,13
1956-03,43
1956-04,74
1956-05,38
1956-06,21
1956-07,74
1956-08,17
1956-09,36
1956-10,72
1956-11,46
1956-12,44
1957-01,108
1957-02,42
1957-03,38
1957-04,76
1957-05,40
1957-06,41
1957-07,93
1957-08,31
1957-09,46
1957-10,69
1957-11,50
1957-12,71
1958-01,115
1958-02,37
1958-03,59
1958-04,92
1958-05,36
1958-06,37
1958-07,96
1958-08,33
1958-09,56
1958-10,106
1958-11,36
1958-12,65
1959-01,131
1959-02,22
1959-03,61
1959-04,116
1959-05,44
1959-06,28
1959-07,113
1959-08,39
1959-09,61
1959-10,97
1959-11,62
1959-12,97
1960-01,195
1960-02,21
1960-03,64
1960-04,95
1960-05,44
1960-06,36
1960-07,128
1960-08,37
1960-09,65
1960-10,117
1960-11,43
1960-12,149
1961-01,179
1961-02,58
1961-03,72
1961-04,129
1961-05,43
1961-06,43
1961-07,127
1961-08,77
1961-09,95
1961-10,116
1961-11,65
1961-12,130
1962-01,166
1962-02,44
1962-03,96
1962-04,136
1962-05,52
1962-06,68
1962-07,154
1962-08,75
1962-09,89
1962-10,133
1962-11,75
1962-12,135
1963-01,186
1963-02,46
1963-03,135
1963-04,132
1963-05,95
1963-06,64
1963-07,170
1963-08,51
1963-09,96
1963-10,157
1963-11,87
1963-12,186
1964-01,191
1964-02,68
1964-03,126
1964-04,147
1964-05,100
1964-06,112
1964-07,157
1964-08,44
1964-09,123
1964-10,148
1964-11,117
1964-12,212
1965-01,210
1965-02,95
1965-03,150
1965-04,188
1965-05,124
1965-06,127
1965-07,193
1965-08,78
1965-09,147
1965-10,204
1965-11,107
1965-12,195
1966-01,255
1966-02,100
1966-03,140
1966-04,155
1966-05,131
1966-06,124
1966-07,184
1966-08,83
1966-09,144
1966-10,198
1966-11,134
1966-12,290
1967-01,247
1967-02,135
1967-03,181
1967-04,208
1967-05,142
1967-06,165
1967-07,194
1967-08,98
1967-09,169
1967-10,184
1967-11,127
1967-12,259
1968-01,229
1968-02,130
1968-03,182
1968-04,215
1968-05,184
1968-06,149
1968-07,217
1968-08,98
1968-09,181
1968-10,227
1968-11,119
1968-12,360
1969-01,303
1969-02,107
1969-03,160
1969-04,181
1969-05,163
1969-06,125
1969-07,219
1969-08,101
1969-09,191
1969-10,234
1969-11,156
1969-12,417
1970-01,611
1970-02,133
1970-03,209
1970-04,229
1970-05,182
1970-06,164
1970-07,248
1970-08,130
1970-09,230
1970-10,258
1970-11,197
1970-12,380
1971-01,429
1971-02,162
1971-03,271
1971-04,258
1971-05,235
1971-06,223
1971-07,257
1971-08,183
1971-09,288
1971-10,278
1971-11,185
1971-12,408
1972-01,409
1972-02,224
1972-03,280
1972-04,314
1972-05,213
1972-06,241
1972-07,341
1972-08,184
1972-09,283
1972-10,347
1972-11,193
1972-12,490
1973-01,486
1973-02,206
1973-03,311
1973-04,320
1973-05,234
1973-06,228
1973-07,294
1973-08,203
1973-09,282
1973-10,330
1973-11,190
1973-12,377
1974-01,445
1974-02,204
1974-03,347
1974-04,304
1974-05,270
1974-06,278
1974-07,321
1974-08,184
1974-09,328
1974-10,371
1974-11,239
1974-12,514
1975-01,501
1975-02,221
1975-03,348
1975-04,371
1975-05,214
1975-06,353
1975-07,345
1975-08,230
1975-09,341
1975-10,355
1975-11,237
1975-12,569
1976-01,710
1976-02,211
1976-03,379
1976-04,405
1976-05,247
1976-06,324
1976-07,411
1976-08,222
1976-09,333
1976-10,394
1976-11,238
1976-12,571
1977-01,721
1977-02,193
1977-03,384
1977-04,402
1977-05,266
1977-06,325
1977-07,398
1977-08,228
1977-09,357
1977-10,396
1977-11,239
1977-12,507
1978-01,731
1978-02,220
1978-03,427
1978-04,434
1978-05,259
1978-06,333
1978-07,418
1978-08,289
1978-09,348
1978-10,466
1978-11,278
1978-12,506
1979-01,762
1979-02,242
1979-03,455
1979-04,390
1979-05,286
1979-06,385
1979-07,394
1979-08,234
1979-09,415
