Date,Planificación Estratégica
2001-06,1.07E-02
2001-07,9.91E-03
2001-08,5.26E-03
2001-09,1.43E-02
2001-10,2.71E-03
2001-11,2.96E-03
2001-12,5.39E-03
2002-01,7.43E-03
2002-02,8.56E-03
2002-03,1.19E-02
2002-04,6.08E-03
2002-05,7.21E-03
2002-06,1.08E-02
2002-07,4.70E-03
2002-08,6.01E-03
2002-09,1.15E-02
2002-10,6.11E-03
2002-11,6.48E-03
2002-12,1.08E-02
2003-01,8.45E-03
2003-02,1.09E-02
2003-03,8.03E-03
2003-04,9.48E-03
2003-05,8.56E-03
2003-06,6.82E-03
2003-07,7.89E-03
2003-08,9.18E-03
2003-09,1.34E-02
2003-10,1.13E-02
2003-11,8.26E-03
2003-12,1.23E-02
2004-01,1.60E-02
2004-02,8.77E-03
2004-03,1.17E-02
2004-04,7.74E-03
2004-05,5.83E-03
2004-06,6.83E-03
2004-07,5.31E-03
2004-08,7.76E-03
2004-09,7.60E-03
2004-10,5.92E-03
2004-11,6.10E-03
2004-12,7.61E-03
2005-01,8.90E-03
2005-02,5.88E-03
2005-03,1.37E-02
2005-04,3.81E-03
2005-05,3.56E-03
2005-06,1.25E-02
2005-07,6.36E-03
2005-08,6.74E-03
2005-09,8.03E-03
2005-10,7.85E-03
2005-11,7.16E-03
2005-12,1.33E-02
2006-01,1.31E-02
2006-02,4.52E-03
2006-03,4.55E-03
2006-04,7.74E-03
2006-05,5.85E-03
2006-06,7.63E-03
2006-07,1.48E-02
2006-08,1.59E-02
2006-09,6.53E-03
2006-10,6.65E-03
2006-11,5.95E-03
2006-12,5.98E-03
2007-01,1.21E-02
2007-02,8.35E-03
2007-03,1.08E-02
2007-04,7.53E-03
2007-05,5.27E-03
2007-06,7.18E-03
2007-07,1.03E-02
2007-08,1.68E-02
2007-09,8.80E-03
2007-10,9.93E-03
2007-11,5.76E-03
2007-12,1.26E-02
2008-01,1.28E-02
2008-02,6.99E-03
2008-03,6.64E-03
2008-04,7.16E-03
2008-05,8.77E-03
2008-06,8.55E-03
2008-07,1.18E-02
2008-08,6.51E-03
2008-09,1.45E-02
2008-10,1.05E-02
2008-11,2.83E-03
2008-12,7.68E-03
2009-01,1.22E-02
2009-02,1.14E-02
2009-03,1.03E-02
2009-04,5.26E-03
2009-05,8.43E-03
2009-06,9.76E-03
2009-07,4.79E-03
2009-08,9.24E-03
2009-09,8.61E-03
2009-10,9.20E-03
2009-11,1.03E-02
2009-12,7.92E-03
2010-01,1.22E-02
2010-02,3.99E-03
2010-03,8.07E-03
2010-04,6.11E-03
2010-05,1.07E-02
2010-06,7.06E-03
2010-07,8.85E-03
2010-08,7.30E-03
2010-09,6.24E-03
2010-10,1.18E-02
2010-11,6.73E-03
2010-12,1.07E-02
2011-01,1.31E-02
2011-02,8.13E-03
2011-03,1.31E-02
2011-04,7.23E-03
2011-05,8.54E-03
2011-06,8.20E-03
2011-07,7.11E-03
2011-08,9.04E-03
2011-09,9.37E-03
2011-10,6.36E-03
2011-11,7.43E-03
2011-12,9.07E-03
2012-01,1.28E-02
2012-02,5.36E-03
2012-03,9.35E-03
2012-04,8.81E-03
2012-05,1.15E-02
2012-06,9.11E-03
2012-07,1.31E-02
2012-08,1.84E-02
2012-09,9.93E-03
2012-10,1.40E-02
2012-11,1.06E-02
2012-12,7.48E-03
2013-01,1.36E-02
2013-02,7.53E-03
2013-03,9.83E-03
2013-04,9.17E-03
2013-05,1.35E-02
2013-06,1.22E-02
2013-07,1.14E-02
2013-08,8.49E-03
2013-09,9.63E-03
2013-10,9.79E-03
2013-11,8.79E-03
2013-12,1.24E-02
2014-01,1.25E-02
2014-02,7.99E-03
2014-03,8.83E-03
2014-04,8.69E-03
2014-05,8.80E-03
2014-06,9.43E-03
2014-07,1.19E-02
2014-08,9.94E-03
2014-09,1.14E-02
2014-10,8.43E-03
2014-11,1.02E-02
2014-12,1.21E-02
2015-01,1.43E-02
2015-02,1.64E-02
2015-03,9.40E-03
2015-04,1.02E-02
2015-05,1.11E-02
2015-06,1.29E-02
2015-07,1.25E-02
2015-08,1.07E-02
2015-09,1.03E-02
2015-10,1.18E-02
2015-11,1.23E-02
2015-12,1.24E-02
2016-01,1.66E-02
2016-02,1.34E-02
2016-03,1.02E-02
2016-04,1.31E-02
2016-05,7.01E-03
2016-06,1.37E-02
2016-07,9.71E-03
2016-08,1.51E-02
2016-09,1.15E-02
2016-10,6.86E-03
2016-11,1.13E-02
2016-12,1.65E-02
2017-01,1.67E-02
2017-02,8.64E-03
2017-03,1.29E-02
2017-04,7.56E-03
2017-05,1.32E-02
2017-06,1.23E-02
2017-07,1.22E-02
2017-08,1.52E-02
2017-09,1.38E-02
2017-10,1.01E-02
2017-11,1.33E-02
2017-12,1.12E-02
2018-01,2.02E-02
2018-02,9.46E-03
2018-03,1.09E-02
2018-04,1.34E-02
2018-05,1.37E-02
2018-06,1.48E-02
2018-07,9.16E-03
2018-08,1.48E-02
2018-09,1.38E-02
2018-10,1.33E-02
2018-11,1.31E-02
2018-12,1.37E-02
2019-01,2.32E-02
2019-02,1.48E-02
2019-03,1.15E-02
2019-04,1.15E-02
2019-05,1.23E-02
2019-06,1.80E-02
2019-07,1.20E-02
2019-08,1.47E-02
2019-09,1.75E-02
2019-10,1.96E-02
2019-11,1.46E-02
2019-12,1.83E-02
2020-01,2.36E-02
2020-02,1.16E-02
2020-03,1.31E-02
2020-04,1.06E-02
2020-05,1.38E-02
2020-06,1.73E-02
2020-07,1.47E-02
2020-08,1.40E-02
2020-09,1.60E-02
2020-10,1.19E-02
2020-11,1.27E-02
2020-12,1.35E-02
2021-01,2.53E-02
2021-02,1.29E-02
2021-03,1.29E-02
2021-04,1.31E-02
2021-05,1.24E-02
2021-06,1.17E-02
2021-07,1.16E-02
2021-08,1.56E-02
2021-09,1.38E-02
2021-10,1.09E-02
2021-11,1.44E-02
2021-12,1.54E-02
2022-01,2.30E-02
2022-02,1.15E-02
2022-03,7.52E-03
2022-04,1.64E-02
2022-05,9.11E-03
2022-06,1.56E-02
2022-07,1.06E-02
2022-08,1.48E-02
2022-09,1.26E-02
2022-10,1.37E-02
2022-11,8.61E-03
2022-12,1.35E-02
2023-01,2.37E-02
2023-02,1.52E-02
2023-03,3.62E-03
2023-04,1.29E-02
2023-05,1.35E-02
2023-06,1.97E-02
2023-07,1.54E-02
2023-08,1.63E-02
2023-09,1.52E-02
2023-10,1.55E-02
2023-11,1.20E-02
2023-12,1.95E-02
2024-01,2.66E-02
2024-02,1.26E-02
2024-03,1.73E-02
2024-04,1.83E-02
2024-05,1.55E-02
2024-06,1.65E-02
2024-07,1.60E-02
2024-08,2.07E-02
2024-09,2.09E-02
2024-10,1.34E-02
2024-11,1.76E-02
2024-12,1.98E-02
